target_month,r2,rmse,mae,smape
2023-02-01,0.6800684259332588,0.0011198252894276909,0.0007039150831192144,11.339398815382237
2023-03-01,0.23459678810819617,0.0013458022067854522,0.0011152610808928575,19.69777332137123
2023-04-01,0.7268813489297365,0.0008717565171938986,0.0006249880072973767,10.46920836828952
2023-05-01,0.757006514866847,0.0008551002838965234,0.0005958382075142503,10.528280321448626
2023-06-01,-2.707128033349213,0.0031760012300510445,0.0008626481247091184,10.123073158034785
2023-07-01,-0.09957926912846649,0.002575306776859057,0.0016935299892176306,24.112116049075986
2023-08-01,0.7123748904643241,0.0010345149290322618,0.0006723623720989708,12.077209338309611
2023-09-01,0.8145400473823738,0.0009287887334975813,0.0006787242005502542,10.19546996613554
2023-10-01,0.7145323857275119,0.0009806482109371477,0.0007033951581869514,11.220126574327084
2023-11-01,-0.10893885335837195,0.001530064301979082,0.0009340192113698219,15.382660601270848
2023-12-01,0.6316029615594199,0.0011965969028999068,0.0010228877680477726,16.084822813804223
2024-01-01,0.6813637039165017,0.000951516274652621,0.0005974475271163438,9.445621526735831
2024-02-01,0.3111286697204404,0.0012518005925268893,0.0009967549020094473,16.63938879920967
2024-03-01,0.6846272124118583,0.0008597452222030668,0.0005695952434886054,9.760946122145958
2024-04-01,0.3303203959399764,0.001308010465847446,0.0006051664842637087,9.694948708112209
2024-05-01,0.43863375726465215,0.0010423044883586348,0.0007051194208176173,11.889349103668653
2024-06-01,0.7533620714781065,0.0008656611759119552,0.0007247510634592441,11.755502872671437
2024-07-01,0.4415579054774498,0.0017523842480732987,0.0009845062514436524,13.799378321543369
2024-08-01,0.7081766853146676,0.001082742632200033,0.00069538342092182,10.615080207518284
2024-09-01,0.725896515913236,0.0011338135678867361,0.0005311068510171637,7.221022250137745
2024-10-01,0.6704953636119155,0.0009223836959941169,0.0007529118147412886,13.440798350318714
2024-11-01,0.8255249123758748,0.0006173223208383494,0.00043010790693619703,7.6276787062368765
2024-12-01,0.0058939777452324815,0.001995629942147534,0.0009592588344022951,12.061586686330864
2025-01-01,0.6281134044726238,0.000895058891111694,0.0007517724327839322,14.054926802566559
2025-02-01,0.6747917590543706,0.0007668549177198968,0.0006426652513566993,12.227560893521279
