target_month,r2,rmse,mae,smape
2023-02-01,0.5615030342378636,0.0013110070164033163,0.0009496397003253619,15.058179269650509
2023-03-01,-0.18980883948481675,0.001677933293895374,0.0011906565760706751,20.081933247605747
2023-04-01,0.802168560133915,0.0007419372557729111,0.0005916810079154334,10.540113606495662
2023-05-01,0.8001837868593802,0.0007754166064545718,0.0006381901448818971,11.594187181367646
2023-06-01,0.83793306918432,0.0006640626787959816,0.0004425132018179026,8.48909750532099
2023-07-01,0.05377281615846197,0.0023889849253401875,0.0016293004570938827,24.27957610451037
2023-08-01,0.7408992895361093,0.0009818783083763028,0.0006550809179125015,11.987207564150964
2023-09-01,0.7377149123067923,0.0011045329244347957,0.0007291525556978273,10.938772805514612
2023-10-01,0.5872033310957092,0.0011792419211245917,0.0008022617391714834,12.680339505394866
2023-11-01,0.6264453250629392,0.0008880409049026129,0.0007126638864555301,12.972040747329338
2023-12-01,0.46426671084682536,0.0014429926730793582,0.0011137199602733478,15.144748732558941
2024-01-01,0.6851422555194635,0.0009458576664779803,0.0006877302845154627,10.794901990303092
2024-02-01,0.2688906954706207,0.0012896066176377003,0.0009376822316464956,15.658888246272612
2024-03-01,0.5980554562027622,0.000970600993339989,0.0007055821658376139,12.186340474835578
2024-04-01,0.5690895488766967,0.0010492312006274655,0.0005716705444125876,9.866414502940216
2024-05-01,0.6959543073870785,0.0007670804051014204,0.0005644379584468655,10.043883148986703
2024-06-01,0.7482796690212299,0.000874534919568873,0.0007738364997417734,13.229981761976148
2024-07-01,0.5461303596048248,0.001579813547733341,0.0009223186659211743,13.209175156445019
2024-08-01,0.684714407483999,0.0011254269397369644,0.0007224161822182259,10.625945379630826
2024-09-01,0.6881368120919018,0.0012093901546442864,0.0006219023658424351,8.414244440836677
2024-10-01,0.6996333012758653,0.0008806569027585223,0.0007150575685732938,12.65289304615657
2024-11-01,0.8048288786581552,0.0006529095881395978,0.00047420023443773597,8.421640253361733
2024-12-01,0.5080392923362186,0.001403876382103113,0.0009146780108964714,12.5253521444605
2025-01-01,0.6383241453985913,0.0008826857324902419,0.0007068514760958333,13.39308822222539
2025-02-01,0.6464324604184348,0.0007995923474157986,0.0006366591028396781,11.870651200510194
