"Time","food stamps"
"2017-11-26","42"
"2017-12-03","63"
"2017-12-10","61"
"2017-12-17","50"
"2017-12-24","45"
"2017-12-31","53"
"2018-01-07","56"
"2018-01-14","59"
"2018-01-21","52"
"2018-01-28","63"
"2018-02-04","54"
"2018-02-11","100"
"2018-02-18","60"
"2018-02-25","51"
"2018-03-04","41"
"2018-03-11","49"
"2018-03-18","55"
"2018-03-25","37"
"2018-04-01","55"
"2018-04-08","53"
"2018-04-15","43"
"2018-04-22","49"
"2018-04-29","49"
"2018-05-06","42"
"2018-05-13","44"
"2018-05-20","40"
"2018-05-27","46"
"2018-06-03","42"
"2018-06-10","54"
"2018-06-17","56"
"2018-06-24","50"
"2018-07-01","46"
"2018-07-08","47"
"2018-07-15","66"
"2018-07-22","55"
"2018-07-29","51"
"2018-08-05","67"
"2018-08-12","46"
"2018-08-19","52"
"2018-08-26","59"
"2018-09-02","62"
"2018-09-09","51"
"2018-09-16","46"
"2018-09-23","52"
"2018-09-30","48"
"2018-10-07","49"
"2018-10-14","42"
"2018-10-21","47"
"2018-10-28","50"
"2018-11-04","50"
"2018-11-11","40"
"2018-11-18","38"
"2018-11-25","38"
