"Time","food stamps"
"2017-01-01","86"
"2017-01-08","82"
"2017-01-15","85"
"2017-01-22","76"
"2017-01-29","95"
"2017-02-05","98"
"2017-02-12","66"
"2017-02-19","62"
"2017-02-26","81"
"2017-03-05","89"
"2017-03-12","72"
"2017-03-19","61"
"2017-03-26","55"
"2017-04-02","67"
"2017-04-09","68"
"2017-04-16","55"
"2017-04-23","67"
"2017-04-30","64"
"2017-05-07","70"
"2017-05-14","50"
"2017-05-21","90"
"2017-05-28","58"
"2017-06-04","100"
"2017-06-11","73"
"2017-06-18","54"
"2017-06-25","58"
"2017-07-02","81"
"2017-07-09","78"
"2017-07-16","67"
"2017-07-23","64"
"2017-07-30","61"
"2017-08-06","69"
"2017-08-13","56"
"2017-08-20","62"
"2017-08-27","58"
"2017-09-03","73"
"2017-09-10","78"
"2017-09-17","50"
"2017-09-24","59"
"2017-10-01","78"
"2017-10-08","66"
"2017-10-15","62"
"2017-10-22","48"
"2017-10-29","55"
"2017-11-05","61"
"2017-11-12","55"
"2017-11-19","46"
"2017-11-26","49"
"2017-12-03","73"
"2017-12-10","70"
"2017-12-17","58"
"2017-12-24","52"
"2017-12-31","62"
