"Time","food stamps"
"2023-05-28","93"
"2023-06-04","98"
"2023-06-11","76"
"2023-06-18","78"
"2023-06-25","93"
"2023-07-02","84"
"2023-07-09","74"
"2023-07-16","92"
"2023-07-23","86"
"2023-07-30","97"
"2023-08-06","93"
"2023-08-13","82"
"2023-08-20","99"
"2023-08-27","92"
"2023-09-03","93"
"2023-09-10","80"
"2023-09-17","74"
"2023-09-24","93"
"2023-10-01","77"
"2023-10-08","82"
"2023-10-15","76"
"2023-10-22","67"
"2023-10-29","88"
"2023-11-05","83"
"2023-11-12","86"
"2023-11-19","42"
"2023-11-26","76"
"2023-12-03","92"
"2023-12-10","78"
"2023-12-17","61"
"2023-12-24","69"
"2023-12-31","100"
"2024-01-07","78"
"2024-01-14","82"
"2024-01-21","75"
"2024-01-28","76"
"2024-02-04","84"
"2024-02-11","62"
"2024-02-18","78"
"2024-02-25","78"
"2024-03-03","87"
"2024-03-10","60"
"2024-03-17","64"
"2024-03-24","57"
"2024-03-31","53"
"2024-04-07","64"
"2024-04-14","64"
"2024-04-21","73"
"2024-04-28","69"
"2024-05-05","71"
"2024-05-12","65"
"2024-05-19","65"
"2024-05-26","63"
