"Time","food stamps"
"2022-06-26","78"
"2022-07-03","77"
"2022-07-10","96"
"2022-07-17","100"
"2022-07-24","76"
"2022-07-31","82"
"2022-08-07","86"
"2022-08-14","73"
"2022-08-21","72"
"2022-08-28","66"
"2022-09-04","82"
"2022-09-11","79"
"2022-09-18","67"
"2022-09-25","77"
"2022-10-02","91"
"2022-10-09","91"
"2022-10-16","67"
"2022-10-23","63"
"2022-10-30","73"
"2022-11-06","72"
"2022-11-13","91"
"2022-11-20","66"
"2022-11-27","68"
"2022-12-04","81"
"2022-12-11","76"
"2022-12-18","58"
"2022-12-25","59"
"2023-01-01","67"
"2023-01-08","65"
"2023-01-15","75"
"2023-01-22","82"
"2023-01-29","69"
"2023-02-05","81"
"2023-02-12","65"
"2023-02-19","50"
"2023-02-26","74"
"2023-03-05","67"
"2023-03-12","76"
"2023-03-19","82"
"2023-03-26","69"
"2023-04-02","65"
"2023-04-09","71"
"2023-04-16","67"
"2023-04-23","69"
"2023-04-30","65"
"2023-05-07","59"
"2023-05-14","60"
"2023-05-21","55"
"2023-05-28","68"
"2023-06-04","72"
"2023-06-11","55"
"2023-06-18","57"
"2023-06-25","68"
