"Time","snap topic"
"2021-08-01","37"
"2021-08-08","69"
"2021-08-15","100"
"2021-08-22","81"
"2021-08-29","81"
"2021-09-05","42"
"2021-09-12","44"
"2021-09-19","0"
"2021-09-26","57"
"2021-10-03","41"
"2021-10-10","67"
"2021-10-17","0"
"2021-10-24","47"
"2021-10-31","62"
"2021-11-07","60"
"2021-11-14","40"
"2021-11-21","0"
"2021-11-28","38"
"2021-12-05","67"
"2021-12-12","45"
"2021-12-19","0"
"2021-12-26","0"
"2022-01-02","70"
"2022-01-09","58"
"2022-01-16","75"
"2022-01-23","78"
"2022-01-30","45"
"2022-02-06","37"
"2022-02-13","34"
"2022-02-20","34"
"2022-02-27","63"
"2022-03-06","44"
"2022-03-13","43"
"2022-03-20","63"
"2022-03-27","0"
"2022-04-03","79"
"2022-04-10","44"
"2022-04-17","37"
"2022-04-24","37"
"2022-05-01","53"
"2022-05-08","49"
"2022-05-15","0"
"2022-05-22","49"
"2022-05-29","51"
"2022-06-05","55"
"2022-06-12","50"
"2022-06-19","58"
"2022-06-26","43"
"2022-07-03","59"
"2022-07-10","0"
"2022-07-17","78"
"2022-07-24","44"
"2022-07-31","90"
