"Time","snap topic"
"2023-05-28","61"
"2023-06-04","100"
"2023-06-11","66"
"2023-06-18","0"
"2023-06-25","54"
"2023-07-02","77"
"2023-07-09","50"
"2023-07-16","0"
"2023-07-23","62"
"2023-07-30","92"
"2023-08-06","91"
"2023-08-13","75"
"2023-08-20","63"
"2023-08-27","61"
"2023-09-03","41"
"2023-09-10","51"
"2023-09-17","78"
"2023-09-24","51"
"2023-10-01","59"
"2023-10-08","66"
"2023-10-15","46"
"2023-10-22","0"
"2023-10-29","0"
"2023-11-05","0"
"2023-11-12","46"
"2023-11-19","0"
"2023-11-26","0"
"2023-12-03","0"
"2023-12-10","51"
"2023-12-17","0"
"2023-12-24","57"
"2023-12-31","0"
"2024-01-07","37"
"2024-01-14","0"
"2024-01-21","50"
"2024-01-28","52"
"2024-02-04","51"
"2024-02-11","38"
"2024-02-18","0"
"2024-02-25","42"
"2024-03-03","0"
"2024-03-10","0"
"2024-03-17","38"
"2024-03-24","0"
"2024-03-31","45"
"2024-04-07","61"
"2024-04-14","43"
"2024-04-21","64"
"2024-04-28","0"
"2024-05-05","43"
"2024-05-12","70"
"2024-05-19","0"
"2024-05-26","49"
