county,date,deviation,label
Sierra,2019-08-01,-0.10189610024355693,Green
Siskiyou,2019-08-01,0.2612165713981584,Red
Solano,2019-08-01,0.006822235129054702,Green
Sonoma,2019-08-01,-0.2290009776877299,Green
Stanislaus,2019-08-01,0.1271789239790621,Yellow
Sutter,2019-08-01,-0.016948772530733826,Green
Tehama,2019-08-01,0.006386800091252327,Green
Trinity,2019-08-01,0.11615914573825178,Green
Tulare,2019-08-01,0.1119228583502678,Yellow
Tuolumne,2019-08-01,0.12315904396648844,Yellow
Ventura,2019-08-01,-0.10763759430446707,Green
Yolo,2019-08-01,0.28258722367830885,Yellow
Yuba,2019-08-01,0.21115416050420788,Red
Alameda,2019-09-01,-0.014175822571042154,Green
Alpine,2019-09-01,0.06486317173691035,Green
Amador,2019-09-01,-0.11066106776537689,Green
Butte,2019-09-01,0.22281459571551587,Yellow
Calaveras,2019-09-01,-0.04036097974232251,Green
Colusa,2019-09-01,-0.25270021412830085,Green
Contra Costa,2019-09-01,-0.2537364731692836,Green
Del Norte,2019-09-01,0.14967606249376936,Green
El Dorado,2019-09-01,-0.07326085025199862,Green
Fresno,2019-09-01,0.06976045101599612,Green
Glenn,2019-09-01,0.10526042569423051,Green
Humboldt,2019-09-01,0.0859463804352224,Green
Imperial,2019-09-01,0.06590044796034995,Green
Inyo,2019-09-01,0.06055923110153819,Green
Kern,2019-09-01,0.02710098076849913,Green
Kings,2019-09-01,-0.0631228700847829,Green
Lake,2019-09-01,0.02310319333687906,Green
Lassen,2019-09-01,-0.0035131110000985346,Green
Los Angeles,2019-09-01,0.09299790448756402,Green
Madera,2019-09-01,-0.07527823581375385,Green
Marin,2019-09-01,-0.2091416119119714,Green
Mariposa,2019-09-01,-0.06488743687481181,Green
Mendocino,2019-09-01,-0.11205713535334971,Green
Merced,2019-09-01,0.12242224504547213,Green
Modoc,2019-09-01,0.33459766279226233,Red
Mono,2019-09-01,-0.10349563566308412,Green
Monterey,2019-09-01,-0.12866693356203163,Green
Napa,2019-09-01,-0.18498892398183148,Green
Nevada,2019-09-01,-0.17419820931888763,Green
Orange,2019-09-01,-0.007250687785835501,Green
Placer,2019-09-01,-0.26926551437053253,Green
Plumas,2019-09-01,0.17850244597750634,Green
Riverside,2019-09-01,0.10700032720533707,Green
Sacramento,2019-09-01,0.11471841076439986,Green
San Benito,2019-09-01,-0.09238046582046609,Green
San Bernardino,2019-09-01,0.026363208889666038,Green
San Diego,2019-09-01,-0.13573684334582076,Green
San Francisco,2019-09-01,0.14700248491971993,Yellow
San Joaquin,2019-09-01,-0.11832349111503286,Green
San Luis Obispo,2019-09-01,-0.08935571128179304,Green
San Mateo,2019-09-01,-0.3485068236421318,Green
Santa Barbara,2019-09-01,0.2800661497955793,Red
Santa Clara,2019-09-01,-0.31988782977681857,Green
Santa Cruz,2019-09-01,0.26065569567423613,Red
Shasta,2019-09-01,0.16980031024022024,Yellow
Sierra,2019-09-01,-0.08015792432657849,Green
Siskiyou,2019-09-01,-0.015428749633463346,Green
Solano,2019-09-01,-0.014144878636250748,Green
Sonoma,2019-09-01,-0.050109890608484954,Green
Stanislaus,2019-09-01,0.11644050503106648,Yellow
Sutter,2019-09-01,-0.1473646777336467,Green
Tehama,2019-09-01,0.05816592318795513,Green
Trinity,2019-09-01,0.19084047839190454,Green
Tulare,2019-09-01,-0.12994400452708332,Green
Tuolumne,2019-09-01,0.09180304711419168,Green
Ventura,2019-09-01,-0.08977463317653274,Green
Yolo,2019-09-01,0.6084509790367895,Red
Yuba,2019-09-01,0.08269237396614244,Green
Alameda,2019-10-01,0.049492661007896795,Green
Alpine,2019-10-01,0.07127976014975557,Green
Amador,2019-10-01,-0.10041807033904349,Green
Butte,2019-10-01,0.10079668197867418,Green
Calaveras,2019-10-01,0.012149253969488096,Green
Colusa,2019-10-01,-0.17527174814333762,Green
Contra Costa,2019-10-01,-0.1541842945065193,Green
Del Norte,2019-10-01,0.11190838128454837,Green
El Dorado,2019-10-01,-0.08936751527072452,Green
Fresno,2019-10-01,0.08475975717221722,Green
Glenn,2019-10-01,-0.1326378400647464,Green
Humboldt,2019-10-01,-0.008152341310225733,Green
Imperial,2019-10-01,0.01477944332741154,Green
Inyo,2019-10-01,0.14811855597588874,Yellow
Kern,2019-10-01,0.09155413489581606,Green
Kings,2019-10-01,0.041258833358982,Green
Lake,2019-10-01,-0.1287160570078365,Green
Lassen,2019-10-01,0.1686669844041566,Red
Los Angeles,2019-10-01,0.1217873577231405,Red
Madera,2019-10-01,0.17547653848905823,Red
Marin,2019-10-01,-0.14340422875654132,Green
Mariposa,2019-10-01,0.13519333964400598,Green
Mendocino,2019-10-01,-0.13726434884686817,Green
Merced,2019-10-01,-0.03133636200617927,Green
Modoc,2019-10-01,-0.008076654525814225,Green
Mono,2019-10-01,-0.06341092241318991,Green
Monterey,2019-10-01,0.14440418699225072,Green
Napa,2019-10-01,-0.08560205653977054,Green
Nevada,2019-10-01,-0.09400560292770331,Green
Orange,2019-10-01,0.14143785281998592,Red
Placer,2019-10-01,-0.2960556979719552,Green
Plumas,2019-10-01,0.26027202216811407,Yellow
Riverside,2019-10-01,0.15678132518138335,Yellow
Sacramento,2019-10-01,0.16865969936302658,Red
San Benito,2019-10-01,-0.06558889277064146,Green
San Bernardino,2019-10-01,0.07464779628224136,Green
San Diego,2019-10-01,0.03807019154263339,Green
San Francisco,2019-10-01,0.08396102854654468,Green
San Joaquin,2019-10-01,-0.03128270408793409,Green
San Luis Obispo,2019-10-01,-0.2526920646278729,Green
San Mateo,2019-10-01,-0.32784636331922706,Green
Santa Barbara,2019-10-01,0.47336243543708656,Red
Santa Clara,2019-10-01,-0.28411733766630815,Green
Santa Cruz,2019-10-01,0.5516020252519365,Red
Shasta,2019-10-01,0.1261302499320243,Green
Sierra,2019-10-01,-0.13955394540765179,Green
Siskiyou,2019-10-01,0.10285845530936104,Green
Solano,2019-10-01,-0.04355331138232425,Green
Sonoma,2019-10-01,-0.12685449997963189,Green
Stanislaus,2019-10-01,0.18018258788027566,Red
Sutter,2019-10-01,0.07313330362439521,Green
Tehama,2019-10-01,-0.02913868004753091,Green
Trinity,2019-10-01,0.05250938184245996,Green
Tulare,2019-10-01,0.25713839338893973,Red
Tuolumne,2019-10-01,0.1255648977601348,Yellow
Ventura,2019-10-01,0.07199428480321125,Green
Yolo,2019-10-01,0.529557283084001,Red
Yuba,2019-10-01,0.0537966564068088,Green
Alameda,2019-11-01,0.03354020280456708,Green
Alpine,2019-11-01,0.08019096485604113,Green
Amador,2019-11-01,-0.18355495206020936,Green
Butte,2019-11-01,-0.08794870215335349,Green
Calaveras,2019-11-01,-0.10499996994213102,Green
Colusa,2019-11-01,-0.30591757576332396,Green
Contra Costa,2019-11-01,-0.2004395109431224,Green
Del Norte,2019-11-01,0.16874592981044856,Yellow
El Dorado,2019-11-01,-0.0784623307533216,Green
Fresno,2019-11-01,-0.009504872792010314,Green
Glenn,2019-11-01,-0.05426870419553852,Green
Humboldt,2019-11-01,0.05738058758898675,Green
Imperial,2019-11-01,-0.0453158495071091,Green
Inyo,2019-11-01,-0.03778956780805662,Green
Kern,2019-11-01,-0.012687004270485172,Green
Kings,2019-11-01,0.032637130940873955,Green
Lake,2019-11-01,0.15476617961669548,Yellow
Lassen,2019-11-01,0.005404738406045229,Green
Los Angeles,2019-11-01,-0.13700091247447027,Green
Madera,2019-11-01,-0.00577675229241699,Green
Marin,2019-11-01,0.0935830451339193,Yellow
Mariposa,2019-11-01,-0.06857810688346032,Green
Mendocino,2019-11-01,0.24085996145223848,Red
Merced,2019-11-01,-0.08950974268838094,Green
Modoc,2019-11-01,0.16105004454790722,Green
Mono,2019-11-01,0.2444101410048428,Red
Monterey,2019-11-01,0.28986653297970016,Red
Napa,2019-11-01,-0.023194098370069662,Green
Nevada,2019-11-01,-0.25356031106970595,Green
Orange,2019-11-01,-0.03747735005112416,Green
Placer,2019-11-01,-0.32672081004014253,Green
Plumas,2019-11-01,-0.09054854462245396,Green
Riverside,2019-11-01,-0.11660240990516324,Green
Sacramento,2019-11-01,-0.03533049136974661,Green
San Benito,2019-11-01,-0.10553357499728314,Green
San Bernardino,2019-11-01,-0.09855490109133946,Green
San Diego,2019-11-01,-0.16586773839792418,Green
San Francisco,2019-11-01,0.02340620963111779,Green
San Joaquin,2019-11-01,-0.20301956591902137,Green
San Luis Obispo,2019-11-01,-0.4067168406193029,Green
San Mateo,2019-11-01,-0.31884232834588444,Green
Santa Barbara,2019-11-01,0.03243340975376823,Green
Santa Clara,2019-11-01,-0.26519704927604154,Green
Santa Cruz,2019-11-01,0.22325510063881004,Red
Shasta,2019-11-01,0.0421307737500685,Green
Sierra,2019-11-01,-0.20594048772482737,Green
Siskiyou,2019-11-01,0.0022015944440340546,Green
Solano,2019-11-01,-0.0862389204074536,Green
Sonoma,2019-11-01,0.12145579900185155,Green
Stanislaus,2019-11-01,-0.08527162199059327,Green
Sutter,2019-11-01,-0.1485496216357962,Green
Tehama,2019-11-01,-0.02575434780239233,Green
Trinity,2019-11-01,-0.17257474047620072,Green
Tulare,2019-11-01,-0.06305993343118692,Green
Tuolumne,2019-11-01,0.017142790797963225,Green
Ventura,2019-11-01,-0.052857866489131586,Green
Yolo,2019-11-01,0.30293854119558966,Red
Yuba,2019-11-01,-0.19522127116853508,Green
Alameda,2019-12-01,0.09884236651169657,Green
Alpine,2019-12-01,0.07259759112233682,Green
Amador,2019-12-01,0.021053274394594985,Green
Butte,2019-12-01,0.03164490452889161,Green
Calaveras,2019-12-01,0.04954526689753439,Green
Colusa,2019-12-01,-0.09213261327028958,Green
Contra Costa,2019-12-01,-0.08581534430915798,Green
Del Norte,2019-12-01,0.34907859206688285,Red
El Dorado,2019-12-01,0.05144519948992952,Green
Fresno,2019-12-01,0.17939783323713493,Yellow
Glenn,2019-12-01,-0.1346473029568685,Green
Humboldt,2019-12-01,0.10535640879040978,Green
Imperial,2019-12-01,-0.026252973923294634,Green
Inyo,2019-12-01,-0.1992768686307702,Green
Kern,2019-12-01,0.04264672676271535,Green
Kings,2019-12-01,0.027058462369680025,Green
Lake,2019-12-01,0.3143505739638547,Red
Lassen,2019-12-01,0.1479925281946553,Yellow
Los Angeles,2019-12-01,0.0008159542962580067,Green
Madera,2019-12-01,0.10811343669879551,Green
Marin,2019-12-01,0.03590451309441628,Green
Mariposa,2019-12-01,0.3287442268934317,Red
Mendocino,2019-12-01,0.19766321859776326,Red
Merced,2019-12-01,0.11672833128210547,Green
Modoc,2019-12-01,0.14844809097241055,Green
Mono,2019-12-01,-0.563677813320354,Green
Monterey,2019-12-01,0.3037805567984902,Red
Napa,2019-12-01,0.31298287781366524,Red
Nevada,2019-12-01,0.05853302613221856,Green
Orange,2019-12-01,0.06144148436785769,Green
Placer,2019-12-01,-0.31956372868551625,Green
Plumas,2019-12-01,0.06369914504553775,Green
Riverside,2019-12-01,-0.08919924887356169,Green
Sacramento,2019-12-01,0.07492741554250908,Green
San Benito,2019-12-01,-0.21455597801284834,Green
San Bernardino,2019-12-01,-0.024863311232350253,Green
San Diego,2019-12-01,-0.1273960211287709,Green
San Francisco,2019-12-01,-0.011031028936588057,Green
San Joaquin,2019-12-01,-0.07985190145169717,Green
San Luis Obispo,2019-12-01,-0.3076679704715743,Green
San Mateo,2019-12-01,-0.24214949927222654,Green
Santa Barbara,2019-12-01,0.21960732822163115,Yellow
Santa Clara,2019-12-01,-0.1989436068668384,Green
Santa Cruz,2019-12-01,0.09745742149788701,Green
Shasta,2019-12-01,0.15713955680834968,Green
Sierra,2019-12-01,0.0499765921643422,Green
Siskiyou,2019-12-01,0.26741675809520665,Red
Solano,2019-12-01,0.05738974654030464,Green
Sonoma,2019-12-01,0.12486902601229621,Green
Stanislaus,2019-12-01,0.005060336937087414,Green
Sutter,2019-12-01,0.009375957403686536,Green
Tehama,2019-12-01,0.23812123872967408,Red
Trinity,2019-12-01,0.26110591755021184,Red
Tulare,2019-12-01,0.09710676848621151,Green
Tuolumne,2019-12-01,0.20928694543895188,Red
Ventura,2019-12-01,-0.000768144443122585,Green
Yolo,2019-12-01,0.26555906846411387,Green
Yuba,2019-12-01,0.044900221841875775,Green
Alameda,2020-01-01,0.2626401218869608,Red
Alpine,2020-01-01,0.03913051074318036,Green
Amador,2020-01-01,0.12316867914574842,Yellow
Butte,2020-01-01,0.08025885107049911,Green
Calaveras,2020-01-01,0.16666559718338278,Red
Colusa,2020-01-01,-7.175440810895623e-05,Green
Contra Costa,2020-01-01,-0.030824416919320356,Green
Del Norte,2020-01-01,0.16391652723664515,Yellow
El Dorado,2020-01-01,0.17221149135986902,Red
Fresno,2020-01-01,0.2764191138136392,Red
Glenn,2020-01-01,0.3286495210537088,Red
Humboldt,2020-01-01,0.06673752461806828,Green
Imperial,2020-01-01,0.01018968042870298,Green
Inyo,2020-01-01,0.23779107501622967,Red
Kern,2020-01-01,0.2192777366492035,Red
Kings,2020-01-01,0.20427378847972844,Red
Lake,2020-01-01,0.30421389890891803,Red
Lassen,2020-01-01,-0.08948874799788195,Green
Los Angeles,2020-01-01,0.05663090259526277,Green
Madera,2020-01-01,0.11808254852862737,Yellow
Marin,2020-01-01,0.1995975668645348,Red
Mariposa,2020-01-01,-0.050400203227886235,Green
Mendocino,2020-01-01,0.21190015897160142,Red
Merced,2020-01-01,0.2361104961867763,Red
Modoc,2020-01-01,0.42721645779099476,Red
Mono,2020-01-01,-0.47432830969223133,Green
Monterey,2020-01-01,0.1869706733079196,Green
Napa,2020-01-01,0.3029284616319558,Red
Nevada,2020-01-01,0.207128838512161,Red
Orange,2020-01-01,0.21143193703242488,Red
Placer,2020-01-01,-0.0742194888495152,Green
Plumas,2020-01-01,0.06471561439295533,Green
Riverside,2020-01-01,0.13229045573704393,Green
Sacramento,2020-01-01,0.1532226142078883,Yellow
San Benito,2020-01-01,0.18718085182832117,Red
San Bernardino,2020-01-01,0.12303125414610938,Green
San Diego,2020-01-01,0.047631538765871055,Green
San Francisco,2020-01-01,0.18573086790850948,Yellow
San Joaquin,2020-01-01,-0.03557661670831776,Green
San Luis Obispo,2020-01-01,-0.12598661230159985,Green
San Mateo,2020-01-01,-0.07430212220081087,Green
Santa Barbara,2020-01-01,0.44196393888738145,Red
Santa Clara,2020-01-01,-0.11576295095271168,Green
Santa Cruz,2020-01-01,0.272031146244417,Red
Shasta,2020-01-01,0.19452378498017037,Yellow
Sierra,2020-01-01,0.24965925199649952,Red
Siskiyou,2020-01-01,0.15113284159949097,Yellow
Solano,2020-01-01,0.13250171999476534,Yellow
Sonoma,2020-01-01,0.20695044980448696,Red
Stanislaus,2020-01-01,0.07602416480989928,Green
Sutter,2020-01-01,0.23217864230136923,Red
Tehama,2020-01-01,0.04455065993564987,Green
Trinity,2020-01-01,0.018016712553074965,Green
Tulare,2020-01-01,0.051588147375463994,Green
Tuolumne,2020-01-01,0.22308617625248514,Red
Ventura,2020-01-01,0.13159786610190718,Yellow
Yolo,2020-01-01,0.29030526928039296,Yellow
Yuba,2020-01-01,0.1469409170462065,Yellow
Alameda,2020-02-01,0.09202296172034823,Green
Alpine,2020-02-01,0.08921029467250258,Green
Amador,2020-02-01,0.008059144304077032,Green
Butte,2020-02-01,-0.0760505655083239,Green
Calaveras,2020-02-01,0.03179444691637324,Green
Colusa,2020-02-01,0.12309920546230557,Yellow
Contra Costa,2020-02-01,-0.03999914103761899,Green
Del Norte,2020-02-01,-0.0757561141745775,Green
El Dorado,2020-02-01,-0.02014114127405414,Green
Fresno,2020-02-01,0.037137899019385266,Green
Glenn,2020-02-01,-0.023552849580516816,Green
Humboldt,2020-02-01,-0.09082090143097026,Green
Imperial,2020-02-01,-0.0848015918171047,Green
Inyo,2020-02-01,0.11930617690713247,Yellow
Kern,2020-02-01,0.1926088029349866,Yellow
Kings,2020-02-01,-0.06330952425648971,Green
Lake,2020-02-01,0.07860703974062132,Green
Lassen,2020-02-01,-0.006460845282750725,Green
Los Angeles,2020-02-01,0.02698040429493004,Green
Madera,2020-02-01,-0.01614277366286507,Green
Marin,2020-02-01,0.06380186544340884,Yellow
Mariposa,2020-02-01,0.08802866531288445,Green
Mendocino,2020-02-01,0.011411026299652178,Green
Merced,2020-02-01,-0.052713799681943035,Green
Modoc,2020-02-01,0.07085937323106271,Green
Mono,2020-02-01,-0.1783967051004756,Green
Monterey,2020-02-01,-0.07332723630535755,Green
Napa,2020-02-01,-0.0036216136953007563,Green
Nevada,2020-02-01,-0.09627660286070014,Green
Orange,2020-02-01,0.02203144376920654,Green
Placer,2020-02-01,-0.18826045015391504,Green
Plumas,2020-02-01,-0.16715950074599187,Green
Riverside,2020-02-01,-0.01636652659508141,Green
Sacramento,2020-02-01,-0.08620474570467256,Green
San Benito,2020-02-01,-0.11300043471612631,Green
San Bernardino,2020-02-01,-0.05019491425179816,Green
San Diego,2020-02-01,-0.12292823174023743,Green
San Francisco,2020-02-01,0.09593890411243947,Green
San Joaquin,2020-02-01,-0.09359966387553917,Green
San Luis Obispo,2020-02-01,-0.3099167798594814,Green
San Mateo,2020-02-01,-0.03507566964742999,Green
Santa Barbara,2020-02-01,0.0286422584509569,Green
Santa Clara,2020-02-01,-0.1775752587516108,Green
Santa Cruz,2020-02-01,0.048539172447576474,Green
Shasta,2020-02-01,-0.0019035980088595156,Green
Sierra,2020-02-01,-0.07281491258149467,Green
Siskiyou,2020-02-01,0.2260312339802469,Red
Solano,2020-02-01,-0.02815212263512387,Green
Sonoma,2020-02-01,0.07616327023674542,Green
Stanislaus,2020-02-01,0.01673624410934994,Green
Sutter,2020-02-01,-0.07305307005627044,Green
Tehama,2020-02-01,0.1314350576293391,Yellow
Trinity,2020-02-01,0.12681588428770138,Green
Tulare,2020-02-01,-0.0064651284367869995,Green
Tuolumne,2020-02-01,0.06484385534579282,Green
Ventura,2020-02-01,-0.032696418352126805,Green
Yolo,2020-02-01,-0.2299743886262781,Green
Yuba,2020-02-01,-0.007919179433513694,Green
Alameda,2020-03-01,0.6864098170739011,Red
Alpine,2020-03-01,0.8123139427839763,Red
Amador,2020-03-01,0.20909404310466895,Red
Butte,2020-03-01,0.16208365695247545,Green
Calaveras,2020-03-01,0.41909273889438203,Red
Colusa,2020-03-01,-0.1576322521005644,Green
Contra Costa,2020-03-01,0.3708273881226746,Red
Del Norte,2020-03-01,0.2481326227916155,Red
El Dorado,2020-03-01,0.6522061249033765,Red
Fresno,2020-03-01,0.1463822651124896,Yellow
Glenn,2020-03-01,-0.0019932152700432816,Green
Humboldt,2020-03-01,0.25215061999486726,Red
Imperial,2020-03-01,0.08130364477583951,Green
Inyo,2020-03-01,0.9587163648742997,Red
Kern,2020-03-01,0.38557685994309476,Red
Kings,2020-03-01,0.2149925213920485,Red
Lake,2020-03-01,0.3593865163970694,Red
Lassen,2020-03-01,0.056308726081441406,Green
Los Angeles,2020-03-01,0.715167287302522,Red
Madera,2020-03-01,0.5174354268071077,Red
Marin,2020-03-01,0.9070685721758136,Red
Mariposa,2020-03-01,1.2763245536998327,Red
Mendocino,2020-03-01,0.1988775365698138,Red
Merced,2020-03-01,0.1587495750095883,Red
Modoc,2020-03-01,0.16119086912477373,Green
Monterey,2020-03-01,0.5052510957535217,Red
Napa,2020-03-01,0.6210495062095582,Red
Nevada,2020-03-01,0.4286491139979598,Red
Orange,2020-03-01,0.8484167148911163,Red
Placer,2020-03-01,0.34612863653877496,Red
Plumas,2020-03-01,0.20971724443118672,Green
Riverside,2020-03-01,0.538315467588241,Red
Sacramento,2020-03-01,0.17678633191720905,Red
San Benito,2020-03-01,0.4043231856619992,Red
San Bernardino,2020-03-01,0.38058337904056766,Red
San Diego,2020-03-01,0.29316469920280636,Red
San Francisco,2020-03-01,0.7871959964087508,Red
San Joaquin,2020-03-01,0.13855844935557907,Yellow
San Luis Obispo,2020-03-01,0.053019519608489066,Green
San Mateo,2020-03-01,0.21232971926973043,Red
Santa Barbara,2020-03-01,0.39548253775538644,Red
Santa Clara,2020-03-01,-0.07321177712150369,Green
Santa Cruz,2020-03-01,0.8594509198213338,Red
Shasta,2020-03-01,0.2850842281136824,Red
Sierra,2020-03-01,0.364873576743666,Red
Siskiyou,2020-03-01,0.28361777751060485,Red
Solano,2020-03-01,0.3223278443827763,Red
Sonoma,2020-03-01,0.1329507922342835,Yellow
Stanislaus,2020-03-01,0.36665705810394156,Red
Sutter,2020-03-01,0.16572307899230757,Red
Tehama,2020-03-01,0.006432157741758894,Green
Trinity,2020-03-01,-0.07256218410778241,Green
Tulare,2020-03-01,0.05690826062773457,Green
Tuolumne,2020-03-01,0.18374208594787692,Red
Ventura,2020-03-01,0.41237858792259025,Red
Yolo,2020-03-01,0.591808143498451,Red
Yuba,2020-03-01,0.2623198206556589,Red
Alameda,2020-04-01,1.3166956100402185,Red
Alpine,2020-04-01,0.9565229163607474,Red
Amador,2020-04-01,0.21868733913102512,Red
Butte,2020-04-01,0.8546445992212914,Red
Calaveras,2020-04-01,0.2993630031985608,Red
Colusa,2020-04-01,0.38819221376461943,Red
Contra Costa,2020-04-01,0.7848928928723727,Red
Del Norte,2020-04-01,0.8236784106670882,Red
El Dorado,2020-04-01,0.7045630468459937,Red
Fresno,2020-04-01,1.0454049470085534,Red
Glenn,2020-04-01,0.2961374647725584,Red
Humboldt,2020-04-01,0.9584296669459994,Red
Imperial,2020-04-01,0.548996339268431,Red
Inyo,2020-04-01,0.8314123147710804,Red
Kern,2020-04-01,0.8076996888761291,Red
Kings,2020-04-01,0.4205150502183771,Red
Lake,2020-04-01,1.2126721416918278,Red
Lassen,2020-04-01,0.3719374709952631,Red
Los Angeles,2020-04-01,1.388027850399251,Red
Madera,2020-04-01,0.5791945776186385,Red
Mendocino,2020-04-01,0.8325271736061589,Red
Merced,2020-04-01,0.6911142572283879,Red
Modoc,2020-04-01,0.04304258381856451,Green
Monterey,2020-04-01,0.7740325788881544,Red
Napa,2020-04-01,1.3427061808869114,Red
Nevada,2020-04-01,0.3129624756138636,Red
Orange,2020-04-01,1.090319685119484,Red
Placer,2020-04-01,0.4690913352532506,Red
Plumas,2020-04-01,0.2779947051348997,Yellow
Riverside,2020-04-01,1.2433471628327608,Red
Sacramento,2020-04-01,0.14301967863903128,Yellow
San Benito,2020-04-01,1.1961998149214488,Red
San Bernardino,2020-04-01,0.5537421794333927,Red
San Diego,2020-04-01,0.8076762865268441,Red
San Francisco,2020-04-01,1.7474041829955835,Red
San Joaquin,2020-04-01,0.32989363309407715,Red
San Luis Obispo,2020-04-01,0.7781292650729923,Red
San Mateo,2020-04-01,1.384402823378867,Red
Santa Barbara,2020-04-01,0.6216359707014938,Red
Santa Clara,2020-04-01,0.7372804385185671,Red
Santa Cruz,2020-04-01,1.8582485510998847,Red
Shasta,2020-04-01,0.7072744774766389,Red
Sierra,2020-04-01,0.1513367277877613,Yellow
Siskiyou,2020-04-01,0.9747602477249375,Red
Solano,2020-04-01,0.6986963653163583,Red
Sonoma,2020-04-01,0.11389516888801625,Green
Stanislaus,2020-04-01,0.516594549754498,Red
Sutter,2020-04-01,0.25517716159355197,Red
Tehama,2020-04-01,0.4602063761923514,Red
Trinity,2020-04-01,0.3510974380015379,Red
Tulare,2020-04-01,0.7782893047711775,Red
Tuolumne,2020-04-01,0.28825365869003833,Red
Ventura,2020-04-01,0.5649481540708928,Red
Yolo,2020-04-01,0.4168267446248088,Red
Yuba,2020-04-01,0.392635508069403,Red
Alameda,2020-05-01,0.019153427043291302,Green
Alpine,2020-05-01,0.7060976601408934,Red
Amador,2020-05-01,-0.3812916979065691,Green
Butte,2020-05-01,0.030478880393517153,Green
Calaveras,2020-05-01,-0.46456597589524945,Green
Colusa,2020-05-01,-0.34224934263187656,Green
Contra Costa,2020-05-01,-0.2135525459516263,Green
Del Norte,2020-05-01,0.15256330200277735,Yellow
El Dorado,2020-05-01,-0.471855580561464,Green
Fresno,2020-05-01,0.09944202397353019,Green
Glenn,2020-05-01,-0.3887860158283492,Green
Humboldt,2020-05-01,0.013127358456930334,Green
Imperial,2020-05-01,0.050829603290852,Green
Inyo,2020-05-01,-0.28979310692683546,Green
Kern,2020-05-01,0.3427347429987531,Red
Kings,2020-05-01,-0.004258316845225923,Green
Lake,2020-05-01,0.000323673494476108,Green
Lassen,2020-05-01,-0.0699492199438848,Green
Los Angeles,2020-05-01,0.154199489735234,Red
Madera,2020-05-01,-0.2556205634378501,Green
Marin,2020-05-01,-0.3484368948643517,Green
Mariposa,2020-05-01,0.18576406371284873,Yellow
Mendocino,2020-05-01,-0.044950899084182275,Green
Merced,2020-05-01,0.0020363726669717606,Green
Modoc,2020-05-01,-0.40449318143744184,Green
Mono,2020-05-01,0.3281566863950434,Red
Monterey,2020-05-01,-0.23607885814587243,Green
Napa,2020-05-01,-0.2506793067387987,Green
Nevada,2020-05-01,-0.4813913694627095,Green
Orange,2020-05-01,-0.15790789725437054,Green
Placer,2020-05-01,-0.5842490285620425,Green
Plumas,2020-05-01,-0.39723155669905036,Green
Riverside,2020-05-01,-0.21462142320755387,Green
Sacramento,2020-05-01,-0.3983893308931183,Green
San Benito,2020-05-01,-0.3644730611963257,Green
San Bernardino,2020-05-01,-0.11590342652917185,Green
San Diego,2020-05-01,-0.16690112005483923,Green
San Francisco,2020-05-01,0.20074809875076166,Red
San Joaquin,2020-05-01,-0.22175037159256591,Green
San Luis Obispo,2020-05-01,-0.34406471704105357,Green
San Mateo,2020-05-01,-0.1981685060752099,Green
Santa Barbara,2020-05-01,-0.24479477728794574,Green
Santa Clara,2020-05-01,-0.31199329403152504,Green
Santa Cruz,2020-05-01,-0.11739543417585119,Green
Shasta,2020-05-01,-0.12005313753642531,Green
Sierra,2020-05-01,-0.2957847799587777,Green
Siskiyou,2020-05-01,-0.09719112026030827,Green
Solano,2020-05-01,-0.20321558832125222,Green
Sonoma,2020-05-01,-0.2802977109724851,Green
Stanislaus,2020-05-01,-0.15260906081400039,Green
Sutter,2020-05-01,-0.4040390760018114,Green
Tehama,2020-05-01,-0.08992049619445161,Green
Trinity,2020-05-01,-0.0994083062473544,Green
Tulare,2020-05-01,-0.05867680733960398,Green
Tuolumne,2020-05-01,-0.4115696497613923,Green
Ventura,2020-05-01,-0.32122200795773426,Green
Yolo,2020-05-01,-0.21021578369966643,Green
Yuba,2020-05-01,-0.3577660126020431,Green
Alameda,2020-06-01,0.29525184059264353,Red
Alpine,2020-06-01,0.7049967277314084,Red
Amador,2020-06-01,-0.4240042458952356,Green
Butte,2020-06-01,0.10892217171251639,Green
Calaveras,2020-06-01,-0.23437771784226702,Green
Colusa,2020-06-01,-0.18087498112339004,Green
Contra Costa,2020-06-01,-0.10058859072753293,Green
Del Norte,2020-06-01,0.10866647465199383,Green
El Dorado,2020-06-01,-0.3665577057093782,Green
Fresno,2020-06-01,-0.0007239539958483515,Green
Glenn,2020-06-01,-0.00045485694701228035,Green
Humboldt,2020-06-01,-0.023444386038020876,Green
Imperial,2020-06-01,0.04099830724773351,Green
Inyo,2020-06-01,-0.30486736428257183,Green
Kern,2020-06-01,0.22229089886430312,Red
Kings,2020-06-01,-0.01319151917018061,Green
Lake,2020-06-01,-0.23678311454276432,Green
Lassen,2020-06-01,-0.21025284301179334,Green
Los Angeles,2020-06-01,0.16760984290172032,Red
Madera,2020-06-01,-0.0889382887294232,Green
Marin,2020-06-01,-0.2580619582110526,Green
Mariposa,2020-06-01,-0.05512933454322244,Green
Mendocino,2020-06-01,-0.05433138942530861,Green
Merced,2020-06-01,0.02410777600753226,Green
Modoc,2020-06-01,-0.2374305414723704,Green
Mono,2020-06-01,-0.07247612330305467,Green
Monterey,2020-06-01,-0.17324515716452696,Green
Napa,2020-06-01,-0.20040152133497027,Green
Nevada,2020-06-01,-0.39191511575424287,Green
Orange,2020-06-01,-0.11283252358011647,Green
