"Time","CalFresh"
"2017-11-26",57
"2017-12-03",87
"2017-12-10",36
"2017-12-17",52
"2017-12-24",38
"2017-12-31",66
"2018-01-07",55
"2018-01-14",45
"2018-01-21",63
"2018-01-28",77
"2018-02-04",48
"2018-02-11",49
"2018-02-18",51
"2018-02-25",49
"2018-03-04",49
"2018-03-11",51
"2018-03-18",36
"2018-03-25",45
"2018-04-01",59
"2018-04-08",42
"2018-04-15",43
"2018-04-22",38
"2018-04-29",45
"2018-05-06",52
"2018-05-13",39
"2018-05-20",49
"2018-05-27",55
"2018-06-03",70
"2018-06-10",40
"2018-06-17",53
"2018-06-24",45
"2018-07-01",52
"2018-07-08",100
"2018-07-15",51
"2018-07-22",55
"2018-07-29",48
"2018-08-05",55
"2018-08-12",63
"2018-08-19",63
"2018-08-26",42
"2018-09-02",69
"2018-09-09",50
"2018-09-16",41
"2018-09-23",59
"2018-09-30",70
"2018-10-07",70
"2018-10-14",59
"2018-10-21",39
"2018-10-28",57
"2018-11-04",46
"2018-11-11",0
"2018-11-18",52
"2018-11-25",0
