"Time","CalFresh"
"2022-06-26",68
"2022-07-03",74
"2022-07-10",88
"2022-07-17",96
"2022-07-24",57
"2022-07-31",81
"2022-08-07",81
"2022-08-14",76
"2022-08-21",62
"2022-08-28",74
"2022-09-04",80
"2022-09-11",85
"2022-09-18",62
"2022-09-25",78
"2022-10-02",100
"2022-10-09",84
"2022-10-16",77
"2022-10-23",67
"2022-10-30",80
"2022-11-06",76
"2022-11-13",92
"2022-11-20",56
"2022-11-27",69
"2022-12-04",84
"2022-12-11",72
"2022-12-18",62
"2022-12-25",45
"2023-01-01",81
"2023-01-08",73
"2023-01-15",62
"2023-01-22",68
"2023-01-29",94
"2023-02-05",77
"2023-02-12",79
"2023-02-19",59
"2023-02-26",82
"2023-03-05",75
"2023-03-12",82
"2023-03-19",82
"2023-03-26",75
"2023-04-02",90
"2023-04-09",73
"2023-04-16",76
"2023-04-23",83
"2023-04-30",79
"2023-05-07",91
"2023-05-14",71
"2023-05-21",71
"2023-05-28",60
"2023-06-04",93
"2023-06-11",75
"2023-06-18",73
"2023-06-25",77
