"Time","CalFresh"
"2017-01-01",0
"2017-01-08",0
"2017-01-15",0
"2017-01-22",31
"2017-01-29",32
"2017-02-05",38
"2017-02-12",0
"2017-02-19",0
"2017-02-26",39
"2017-03-05",44
"2017-03-12",0
"2017-03-19",0
"2017-03-26",45
"2017-04-02",54
"2017-04-09",52
"2017-04-16",47
"2017-04-23",50
"2017-04-30",64
"2017-05-07",50
"2017-05-14",37
"2017-05-21",87
"2017-05-28",69
"2017-06-04",64
"2017-06-11",53
"2017-06-18",79
"2017-06-25",54
"2017-07-02",80
"2017-07-09",79
"2017-07-16",86
"2017-07-23",63
"2017-07-30",67
"2017-08-06",60
"2017-08-13",40
"2017-08-20",48
"2017-08-27",51
"2017-09-03",47
"2017-09-10",53
"2017-09-17",67
"2017-09-24",75
"2017-10-01",76
"2017-10-08",49
"2017-10-15",48
"2017-10-22",39
"2017-10-29",52
"2017-11-05",58
"2017-11-12",86
"2017-11-19",56
"2017-11-26",65
"2017-12-03",100
"2017-12-10",41
"2017-12-17",60
"2017-12-24",44
"2017-12-31",76
