"Time","CalFresh"
"2018-10-28",41
"2018-11-04",33
"2018-11-11",28
"2018-11-18",32
"2018-11-25",27
"2018-12-02",52
"2018-12-09",0
"2018-12-16",28
"2018-12-23",0
"2018-12-30",46
"2019-01-06",36
"2019-01-13",87
"2019-01-20",46
"2019-01-27",35
"2019-02-03",24
"2019-02-10",34
"2019-02-17",42
"2019-02-24",20
"2019-03-03",26
"2019-03-10",34
"2019-03-17",36
"2019-03-24",39
"2019-03-31",55
"2019-04-07",32
"2019-04-14",44
"2019-04-21",25
"2019-04-28",50
"2019-05-05",67
"2019-05-12",46
"2019-05-19",63
"2019-05-26",63
"2019-06-02",82
"2019-06-09",65
"2019-06-16",57
"2019-06-23",57
"2019-06-30",77
"2019-07-07",96
"2019-07-14",60
"2019-07-21",76
"2019-07-28",72
"2019-08-04",100
"2019-08-11",65
"2019-08-18",59
"2019-08-25",68
"2019-09-01",71
"2019-09-08",68
"2019-09-15",53
"2019-09-22",62
"2019-09-29",76
"2019-10-06",67
"2019-10-13",64
"2019-10-20",54
"2019-10-27",71
