"Time","food stamps"
"2017-11-26","56"
"2017-12-03","60"
"2017-12-10","56"
"2017-12-17","47"
"2017-12-24","30"
"2017-12-31","56"
"2018-01-07","62"
"2018-01-14","55"
"2018-01-21","48"
"2018-01-28","57"
"2018-02-04","62"
"2018-02-11","100"
"2018-02-18","56"
"2018-02-25","38"
"2018-03-04","39"
"2018-03-11","69"
"2018-03-18","61"
"2018-03-25","34"
"2018-04-01","60"
"2018-04-08","46"
"2018-04-15","51"
"2018-04-22","49"
"2018-04-29","49"
"2018-05-06","50"
"2018-05-13","35"
"2018-05-20","52"
"2018-05-27","40"
"2018-06-03","47"
"2018-06-10","40"
"2018-06-17","84"
"2018-06-24","49"
"2018-07-01","49"
"2018-07-08","65"
"2018-07-15","35"
"2018-07-22","46"
"2018-07-29","57"
"2018-08-05","65"
"2018-08-12","43"
"2018-08-19","38"
"2018-08-26","43"
"2018-09-02","50"
"2018-09-09","41"
"2018-09-16","60"
"2018-09-23","50"
"2018-09-30","65"
"2018-10-07","56"
"2018-10-14","43"
"2018-10-21","59"
"2018-10-28","51"
"2018-11-04","51"
"2018-11-11","39"
"2018-11-18","35"
"2018-11-25","39"
