"Time","food stamps"
"2017-01-01","76"
"2017-01-08","65"
"2017-01-15","81"
"2017-01-22","82"
"2017-01-29","81"
"2017-02-05","94"
"2017-02-12","55"
"2017-02-19","65"
"2017-02-26","75"
"2017-03-05","83"
"2017-03-12","74"
"2017-03-19","53"
"2017-03-26","59"
"2017-04-02","71"
"2017-04-09","65"
"2017-04-16","57"
"2017-04-23","66"
"2017-04-30","71"
"2017-05-07","63"
"2017-05-14","53"
"2017-05-21","73"
"2017-05-28","74"
"2017-06-04","100"
"2017-06-11","43"
"2017-06-18","56"
"2017-06-25","67"
"2017-07-02","80"
"2017-07-09","77"
"2017-07-16","52"
"2017-07-23","57"
"2017-07-30","92"
"2017-08-06","86"
"2017-08-13","60"
"2017-08-20","48"
"2017-08-27","68"
"2017-09-03","70"
"2017-09-10","68"
"2017-09-17","57"
"2017-09-24","49"
"2017-10-01","96"
"2017-10-08","80"
"2017-10-15","50"
"2017-10-22","43"
"2017-10-29","69"
"2017-11-05","85"
"2017-11-12","60"
"2017-11-19","59"
"2017-11-26","75"
"2017-12-03","80"
"2017-12-10","76"
"2017-12-17","63"
"2017-12-24","40"
"2017-12-31","74"
