"Time","food stamps"
"2021-08-01","62"
"2021-08-08","52"
"2021-08-15","80"
"2021-08-22","43"
"2021-08-29","60"
"2021-09-05","56"
"2021-09-12","41"
"2021-09-19","52"
"2021-09-26","52"
"2021-10-03","67"
"2021-10-10","71"
"2021-10-17","68"
"2021-10-24","58"
"2021-10-31","69"
"2021-11-07","60"
"2021-11-14","52"
"2021-11-21","49"
"2021-11-28","53"
"2021-12-05","66"
"2021-12-12","53"
"2021-12-19","38"
"2021-12-26","45"
"2022-01-02","57"
"2022-01-09","51"
"2022-01-16","72"
"2022-01-23","56"
"2022-01-30","64"
"2022-02-06","63"
"2022-02-13","72"
"2022-02-20","69"
"2022-02-27","64"
"2022-03-06","65"
"2022-03-13","64"
"2022-03-20","60"
"2022-03-27","54"
"2022-04-03","60"
"2022-04-10","69"
"2022-04-17","53"
"2022-04-24","46"
"2022-05-01","47"
"2022-05-08","58"
"2022-05-15","76"
"2022-05-22","53"
"2022-05-29","56"
"2022-06-05","61"
"2022-06-12","68"
"2022-06-19","54"
"2022-06-26","57"
"2022-07-03","69"
"2022-07-10","71"
"2022-07-17","100"
"2022-07-24","60"
"2022-07-31","66"
