"Time","food stamps"
"2018-10-28","27"
"2018-11-04","27"
"2018-11-11","20"
"2018-11-18","19"
"2018-11-25","21"
"2018-12-02","28"
"2018-12-09","23"
"2018-12-16","22"
"2018-12-23","16"
"2018-12-30","30"
"2019-01-06","57"
"2019-01-13","100"
"2019-01-20","57"
"2019-01-27","36"
"2019-02-03","33"
"2019-02-10","36"
"2019-02-17","47"
"2019-02-24","34"
"2019-03-03","26"
"2019-03-10","23"
"2019-03-17","20"
"2019-03-24","21"
"2019-03-31","29"
"2019-04-07","25"
"2019-04-14","23"
"2019-04-21","30"
"2019-04-28","26"
"2019-05-05","31"
"2019-05-12","30"
"2019-05-19","27"
"2019-05-26","30"
"2019-06-02","49"
"2019-06-09","36"
"2019-06-16","28"
"2019-06-23","27"
"2019-06-30","37"
"2019-07-07","31"
"2019-07-14","34"
"2019-07-21","42"
"2019-07-28","39"
"2019-08-04","39"
"2019-08-11","33"
"2019-08-18","28"
"2019-08-25","21"
"2019-09-01","29"
"2019-09-08","33"
"2019-09-15","20"
"2019-09-22","21"
"2019-09-29","27"
"2019-10-06","24"
"2019-10-13","24"
"2019-10-20","25"
"2019-10-27","24"
