"Time","food stamps"
"2023-05-28","84"
"2023-06-04","84"
"2023-06-11","93"
"2023-06-18","61"
"2023-06-25","87"
"2023-07-02","73"
"2023-07-09","98"
"2023-07-16","96"
"2023-07-23","84"
"2023-07-30","83"
"2023-08-06","88"
"2023-08-13","77"
"2023-08-20","97"
"2023-08-27","100"
"2023-09-03","89"
"2023-09-10","74"
"2023-09-17","94"
"2023-09-24","82"
"2023-10-01","79"
"2023-10-08","80"
"2023-10-15","74"
"2023-10-22","69"
"2023-10-29","65"
"2023-11-05","88"
"2023-11-12","56"
"2023-11-19","48"
"2023-11-26","77"
"2023-12-03","81"
"2023-12-10","80"
"2023-12-17","57"
"2023-12-24","57"
"2023-12-31","73"
"2024-01-07","94"
"2024-01-14","82"
"2024-01-21","81"
"2024-01-28","78"
"2024-02-04","85"
"2024-02-11","89"
"2024-02-18","59"
"2024-02-25","55"
"2024-03-03","72"
"2024-03-10","62"
"2024-03-17","66"
"2024-03-24","51"
"2024-03-31","72"
"2024-04-07","73"
"2024-04-14","64"
"2024-04-21","58"
"2024-04-28","66"
"2024-05-05","84"
"2024-05-12","63"
"2024-05-19","70"
"2024-05-26","65"
