"Time","food stamps"
"2021-08-01","74"
"2021-08-08","75"
"2021-08-15","100"
"2021-08-22","52"
"2021-08-29","79"
"2021-09-05","86"
"2021-09-12","53"
"2021-09-19","0"
"2021-09-26","0"
"2021-10-03","68"
"2021-10-10","0"
"2021-10-17","63"
"2021-10-24","0"
"2021-10-31","58"
"2021-11-07","65"
"2021-11-14","0"
"2021-11-21","0"
"2021-11-28","0"
"2021-12-05","91"
"2021-12-12","0"
"2021-12-19","0"
"2021-12-26","57"
"2022-01-02","0"
"2022-01-09","70"
"2022-01-16","0"
"2022-01-23","70"
"2022-01-30","51"
"2022-02-06","74"
"2022-02-13","49"
"2022-02-20","58"
"2022-02-27","62"
"2022-03-06","72"
"2022-03-13","55"
"2022-03-20","47"
"2022-03-27","56"
"2022-04-03","57"
"2022-04-10","75"
"2022-04-17","34"
"2022-04-24","38"
"2022-05-01","40"
"2022-05-08","49"
"2022-05-15","58"
"2022-05-22","75"
"2022-05-29","77"
"2022-06-05","78"
"2022-06-12","82"
"2022-06-19","0"
"2022-06-26","86"
"2022-07-03","100"
"2022-07-10","52"
"2022-07-17","41"
"2022-07-24","43"
"2022-07-31","80"
