"Time","food stamps"
"2023-05-28","39"
"2023-06-04","44"
"2023-06-11","35"
"2023-06-18","0"
"2023-06-25","50"
"2023-07-02","41"
"2023-07-09","100"
"2023-07-16","43"
"2023-07-23","49"
"2023-07-30","0"
"2023-08-06","39"
"2023-08-13","50"
"2023-08-20","45"
"2023-08-27","43"
"2023-09-03","0"
"2023-09-10","41"
"2023-09-17","64"
"2023-09-24","40"
"2023-10-01","53"
"2023-10-08","56"
"2023-10-15","0"
"2023-10-22","0"
"2023-10-29","54"
"2023-11-05","50"
"2023-11-12","0"
"2023-11-19","0"
"2023-11-26","66"
"2023-12-03","0"
"2023-12-10","50"
"2023-12-17","0"
"2023-12-24","0"
"2023-12-31","0"
"2024-01-07","49"
"2024-01-14","63"
"2024-01-21","36"
"2024-01-28","0"
"2024-02-04","38"
"2024-02-11","40"
"2024-02-18","0"
"2024-02-25","48"
"2024-03-03","51"
"2024-03-10","47"
"2024-03-17","0"
"2024-03-24","51"
"2024-03-31","0"
"2024-04-07","67"
"2024-04-14","56"
"2024-04-21","0"
"2024-04-28","0"
"2024-05-05","0"
"2024-05-12","39"
"2024-05-19","43"
"2024-05-26","0"
