"Time","CalFresh"
"2023-05-28",72
"2023-06-04",92
"2023-06-11",74
"2023-06-18",72
"2023-06-25",81
"2023-07-02",92
"2023-07-09",83
"2023-07-16",78
"2023-07-23",77
"2023-07-30",92
"2023-08-06",93
"2023-08-13",82
"2023-08-20",77
"2023-08-27",82
"2023-09-03",98
"2023-09-10",83
"2023-09-17",83
"2023-09-24",83
"2023-10-01",100
"2023-10-08",80
"2023-10-15",76
"2023-10-22",71
"2023-10-29",86
"2023-11-05",84
"2023-11-12",72
"2023-11-19",54
"2023-11-26",75
"2023-12-03",97
"2023-12-10",72
"2023-12-17",72
"2023-12-24",61
"2023-12-31",88
"2024-01-07",93
"2024-01-14",78
"2024-01-21",77
"2024-01-28",88
"2024-02-04",86
"2024-02-11",73
"2024-02-18",67
"2024-02-25",76
"2024-03-03",87
"2024-03-10",74
"2024-03-17",69
"2024-03-24",62
"2024-03-31",83
"2024-04-07",67
"2024-04-14",63
"2024-04-21",58
"2024-04-28",73
"2024-05-05",68
"2024-05-12",58
"2024-05-19",55
"2024-05-26",57
