"Time","CalFresh"
"2022-06-26",65
"2022-07-03",73
"2022-07-10",75
"2022-07-17",70
"2022-07-24",67
"2022-07-31",75
"2022-08-07",78
"2022-08-14",72
"2022-08-21",69
"2022-08-28",72
"2022-09-04",70
"2022-09-11",69
"2022-09-18",76
"2022-09-25",78
"2022-10-02",100
"2022-10-09",88
"2022-10-16",87
"2022-10-23",70
"2022-10-30",77
"2022-11-06",74
"2022-11-13",81
"2022-11-20",69
"2022-11-27",72
"2022-12-04",70
"2022-12-11",61
"2022-12-18",64
"2022-12-25",52
"2023-01-01",79
"2023-01-08",73
"2023-01-15",70
"2023-01-22",74
"2023-01-29",92
"2023-02-05",80
"2023-02-12",69
"2023-02-19",68
"2023-02-26",87
"2023-03-05",85
"2023-03-12",72
"2023-03-19",70
"2023-03-26",71
"2023-04-02",80
"2023-04-09",67
"2023-04-16",63
"2023-04-23",70
"2023-04-30",78
"2023-05-07",76
"2023-05-14",66
"2023-05-21",58
"2023-05-28",66
"2023-06-04",84
"2023-06-11",68
"2023-06-18",66
"2023-06-25",74
