"Time","CalFresh"
"2017-11-26",57
"2017-12-03",74
"2017-12-10",67
"2017-12-17",54
"2017-12-24",57
"2017-12-31",82
"2018-01-07",82
"2018-01-14",67
"2018-01-21",73
"2018-01-28",100
"2018-02-04",90
"2018-02-11",47
"2018-02-18",67
"2018-02-25",66
"2018-03-04",79
"2018-03-11",64
"2018-03-18",63
"2018-03-25",65
"2018-04-01",81
"2018-04-08",74
"2018-04-15",59
"2018-04-22",71
"2018-04-29",77
"2018-05-06",75
"2018-05-13",58
"2018-05-20",58
"2018-05-27",66
"2018-06-03",81
"2018-06-10",65
"2018-06-17",67
"2018-06-24",84
"2018-07-01",84
"2018-07-08",84
"2018-07-15",76
"2018-07-22",81
"2018-07-29",89
"2018-08-05",91
"2018-08-12",78
"2018-08-19",69
"2018-08-26",75
"2018-09-02",92
"2018-09-09",80
"2018-09-16",80
"2018-09-23",86
"2018-09-30",95
"2018-10-07",76
"2018-10-14",70
"2018-10-21",76
"2018-10-28",77
"2018-11-04",92
"2018-11-11",73
"2018-11-18",58
"2018-11-25",68
