"Time","CalFresh"
"2021-08-01",62
"2021-08-08",59
"2021-08-15",59
"2021-08-22",60
"2021-08-29",59
"2021-09-05",63
"2021-09-12",73
"2021-09-19",72
"2021-09-26",90
"2021-10-03",95
"2021-10-10",72
"2021-10-17",84
"2021-10-24",78
"2021-10-31",83
"2021-11-07",77
"2021-11-14",70
"2021-11-21",51
"2021-11-28",66
"2021-12-05",70
"2021-12-12",56
"2021-12-19",48
"2021-12-26",47
"2022-01-02",76
"2022-01-09",76
"2022-01-16",69
"2022-01-23",69
"2022-01-30",75
"2022-02-06",76
"2022-02-13",74
"2022-02-20",86
"2022-02-27",89
"2022-03-06",82
"2022-03-13",75
"2022-03-20",84
"2022-03-27",75
"2022-04-03",73
"2022-04-10",61
"2022-04-17",65
"2022-04-24",69
"2022-05-01",83
"2022-05-08",72
"2022-05-15",69
"2022-05-22",65
"2022-05-29",69
"2022-06-05",74
"2022-06-12",70
"2022-06-19",70
"2022-06-26",87
"2022-07-03",97
"2022-07-10",100
"2022-07-17",93
"2022-07-24",90
"2022-07-31",100
