"Time","snap topic"
"2017-01-01","80"
"2017-01-08","61"
"2017-01-15","55"
"2017-01-22","54"
"2017-01-29","65"
"2017-02-05","83"
"2017-02-12","56"
"2017-02-19","0"
"2017-02-26","68"
"2017-03-05","97"
"2017-03-12","53"
"2017-03-19","0"
"2017-03-26","0"
"2017-04-02","0"
"2017-04-09","57"
"2017-04-16","60"
"2017-04-23","66"
"2017-04-30","58"
"2017-05-07","0"
"2017-05-14","0"
"2017-05-21","75"
"2017-05-28","91"
"2017-06-04","89"
"2017-06-11","54"
"2017-06-18","73"
"2017-06-25","59"
"2017-07-02","82"
"2017-07-09","70"
"2017-07-16","100"
"2017-07-23","0"
"2017-07-30","0"
"2017-08-06","100"
"2017-08-13","91"
"2017-08-20","81"
"2017-08-27","0"
"2017-09-03","53"
"2017-09-10","0"
"2017-09-17","61"
"2017-09-24","82"
"2017-10-01","64"
"2017-10-08","0"
"2017-10-15","64"
"2017-10-22","48"
"2017-10-29","0"
"2017-11-05","86"
"2017-11-12","0"
"2017-11-19","0"
"2017-11-26","48"
"2017-12-03","48"
"2017-12-10","0"
"2017-12-17","67"
"2017-12-24","0"
"2017-12-31","82"
