"Time","snap topic"
"2018-10-28","23"
"2018-11-04","0"
"2018-11-11","15"
"2018-11-18","0"
"2018-11-25","0"
"2018-12-02","30"
"2018-12-09","28"
"2018-12-16","0"
"2018-12-23","0"
"2018-12-30","27"
"2019-01-06","35"
"2019-01-13","100"
"2019-01-20","36"
"2019-01-27","22"
"2019-02-03","19"
"2019-02-10","28"
"2019-02-17","31"
"2019-02-24","28"
"2019-03-03","21"
"2019-03-10","20"
"2019-03-17","29"
"2019-03-24","14"
"2019-03-31","19"
"2019-04-07","18"
"2019-04-14","20"
"2019-04-21","15"
"2019-04-28","28"
"2019-05-05","29"
"2019-05-12","18"
"2019-05-19","25"
"2019-05-26","32"
"2019-06-02","28"
"2019-06-09","0"
"2019-06-16","22"
"2019-06-23","0"
"2019-06-30","30"
"2019-07-07","19"
"2019-07-14","0"
"2019-07-21","18"
"2019-07-28","33"
"2019-08-04","27"
"2019-08-11","22"
"2019-08-18","0"
"2019-08-25","14"
"2019-09-01","22"
"2019-09-08","21"
"2019-09-15","15"
"2019-09-22","0"
"2019-09-29","26"
"2019-10-06","0"
"2019-10-13","24"
"2019-10-20","0"
"2019-10-27","14"
