"Time","snap topic"
"2023-05-28","65"
"2023-06-04","69"
"2023-06-11","43"
"2023-06-18","57"
"2023-06-25","51"
"2023-07-02","49"
"2023-07-09","63"
"2023-07-16","74"
"2023-07-23","69"
"2023-07-30","100"
"2023-08-06","53"
"2023-08-13","59"
"2023-08-20","54"
"2023-08-27","65"
"2023-09-03","71"
"2023-09-10","79"
"2023-09-17","49"
"2023-09-24","81"
"2023-10-01","65"
"2023-10-08","61"
"2023-10-15","65"
"2023-10-22","42"
"2023-10-29","56"
"2023-11-05","53"
"2023-11-12","21"
"2023-11-19","28"
"2023-11-26","31"
"2023-12-03","41"
"2023-12-10","52"
"2023-12-17","39"
"2023-12-24","26"
"2023-12-31","51"
"2024-01-07","66"
"2024-01-14","43"
"2024-01-21","32"
"2024-01-28","50"
"2024-02-04","40"
"2024-02-11","35"
"2024-02-18","37"
"2024-02-25","37"
"2024-03-03","52"
"2024-03-10","36"
"2024-03-17","43"
"2024-03-24","48"
"2024-03-31","35"
"2024-04-07","43"
"2024-04-14","62"
"2024-04-21","36"
"2024-04-28","47"
"2024-05-05","47"
"2024-05-12","48"
"2024-05-19","34"
"2024-05-26","30"
