"Time","snap topic"
"2017-11-26","30"
"2017-12-03","30"
"2017-12-10","0"
"2017-12-17","41"
"2017-12-24","0"
"2017-12-31","50"
"2018-01-07","49"
"2018-01-14","29"
"2018-01-21","0"
"2018-01-28","57"
"2018-02-04","53"
"2018-02-11","100"
"2018-02-18","0"
"2018-02-25","29"
"2018-03-04","34"
"2018-03-11","0"
"2018-03-18","0"
"2018-03-25","48"
"2018-04-01","79"
"2018-04-08","48"
"2018-04-15","29"
"2018-04-22","47"
"2018-04-29","32"
"2018-05-06","63"
"2018-05-13","48"
"2018-05-20","0"
"2018-05-27","44"
"2018-06-03","42"
"2018-06-10","36"
"2018-06-17","32"
"2018-06-24","39"
"2018-07-01","53"
"2018-07-08","37"
"2018-07-15","35"
"2018-07-22","41"
"2018-07-29","55"
"2018-08-05","42"
"2018-08-12","0"
"2018-08-19","0"
"2018-08-26","0"
"2018-09-02","53"
"2018-09-09","41"
"2018-09-16","35"
"2018-09-23","0"
"2018-09-30","40"
"2018-10-07","45"
"2018-10-14","0"
"2018-10-21","0"
"2018-10-28","44"
"2018-11-04","0"
"2018-11-11","30"
"2018-11-18","0"
"2018-11-25","0"
