"Time","snap topic"
"2018-10-28","0"
"2018-11-04","55"
"2018-11-11","0"
"2018-11-18","0"
"2018-11-25","0"
"2018-12-02","0"
"2018-12-09","43"
"2018-12-16","0"
"2018-12-23","46"
"2018-12-30","47"
"2019-01-06","70"
"2019-01-13","100"
"2019-01-20","95"
"2019-01-27","0"
"2019-02-03","46"
"2019-02-10","0"
"2019-02-17","55"
"2019-02-24","0"
"2019-03-03","52"
"2019-03-10","0"
"2019-03-17","0"
"2019-03-24","0"
"2019-03-31","0"
"2019-04-07","0"
"2019-04-14","0"
"2019-04-21","49"
"2019-04-28","0"
"2019-05-05","0"
"2019-05-12","0"
"2019-05-19","0"
"2019-05-26","52"
"2019-06-02","42"
"2019-06-09","57"
"2019-06-16","0"
"2019-06-23","48"
"2019-06-30","51"
"2019-07-07","60"
"2019-07-14","0"
"2019-07-21","0"
"2019-07-28","63"
"2019-08-04","47"
"2019-08-11","0"
"2019-08-18","0"
"2019-08-25","0"
"2019-09-01","41"
"2019-09-08","45"
"2019-09-15","0"
"2019-09-22","52"
"2019-09-29","0"
"2019-10-06","44"
"2019-10-13","0"
"2019-10-20","0"
"2019-10-27","40"
