"Time","snap topic"
"2022-06-26","30"
"2022-07-03","65"
"2022-07-10","96"
"2022-07-17","48"
"2022-07-24","55"
"2022-07-31","46"
"2022-08-07","55"
"2022-08-14","26"
"2022-08-21","50"
"2022-08-28","37"
"2022-09-04","65"
"2022-09-11","45"
"2022-09-18","67"
"2022-09-25","67"
"2022-10-02","67"
"2022-10-09","68"
"2022-10-16","47"
"2022-10-23","37"
"2022-10-30","45"
"2022-11-06","35"
"2022-11-13","84"
"2022-11-20","100"
"2022-11-27","55"
"2022-12-04","61"
"2022-12-11","63"
"2022-12-18","37"
"2022-12-25","33"
"2023-01-01","72"
"2023-01-08","40"
"2023-01-15","39"
"2023-01-22","66"
"2023-01-29","38"
"2023-02-05","46"
"2023-02-12","41"
"2023-02-19","32"
"2023-02-26","42"
"2023-03-05","38"
"2023-03-12","31"
"2023-03-19","63"
"2023-03-26","45"
"2023-04-02","32"
"2023-04-09","55"
"2023-04-16","41"
"2023-04-23","39"
"2023-04-30","34"
"2023-05-07","33"
"2023-05-14","38"
"2023-05-21","0"
"2023-05-28","44"
"2023-06-04","48"
"2023-06-11","46"
"2023-06-18","51"
"2023-06-25","0"
