"Time","snap topic"
"2023-05-28","67"
"2023-06-04","75"
"2023-06-11","72"
"2023-06-18","78"
"2023-06-25","0"
"2023-07-02","100"
"2023-07-09","85"
"2023-07-16","39"
"2023-07-23","77"
"2023-07-30","40"
"2023-08-06","75"
"2023-08-13","59"
"2023-08-20","44"
"2023-08-27","85"
"2023-09-03","63"
"2023-09-10","76"
"2023-09-17","76"
"2023-09-24","69"
"2023-10-01","78"
"2023-10-08","81"
"2023-10-15","74"
"2023-10-22","37"
"2023-10-29","38"
"2023-11-05","89"
"2023-11-12","43"
"2023-11-19","61"
"2023-11-26","48"
"2023-12-03","52"
"2023-12-10","65"
"2023-12-17","0"
"2023-12-24","0"
"2023-12-31","70"
"2024-01-07","66"
"2024-01-14","65"
"2024-01-21","47"
"2024-01-28","45"
"2024-02-04","95"
"2024-02-11","0"
"2024-02-18","56"
"2024-02-25","55"
"2024-03-03","0"
"2024-03-10","40"
"2024-03-17","46"
"2024-03-24","69"
"2024-03-31","72"
"2024-04-07","57"
"2024-04-14","0"
"2024-04-21","59"
"2024-04-28","0"
"2024-05-05","41"
"2024-05-12","0"
"2024-05-19","0"
"2024-05-26","0"
