"Time","food stamps"
"2017-01-01","92"
"2017-01-08","100"
"2017-01-15","91"
"2017-01-22","90"
"2017-01-29","100"
"2017-02-05","84"
"2017-02-12","77"
"2017-02-19","67"
"2017-02-26","72"
"2017-03-05","81"
"2017-03-12","73"
"2017-03-19","60"
"2017-03-26","65"
"2017-04-02","79"
"2017-04-09","69"
"2017-04-16","62"
"2017-04-23","57"
"2017-04-30","78"
"2017-05-07","70"
"2017-05-14","60"
"2017-05-21","95"
"2017-05-28","79"
"2017-06-04","91"
"2017-06-11","76"
"2017-06-18","77"
"2017-06-25","80"
"2017-07-02","94"
"2017-07-09","92"
"2017-07-16","85"
"2017-07-23","87"
"2017-07-30","98"
"2017-08-06","92"
"2017-08-13","76"
"2017-08-20","74"
"2017-08-27","76"
"2017-09-03","81"
"2017-09-10","84"
"2017-09-17","68"
"2017-09-24","72"
"2017-10-01","85"
"2017-10-08","72"
"2017-10-15","70"
"2017-10-22","68"
"2017-10-29","60"
"2017-11-05","98"
"2017-11-12","70"
"2017-11-19","53"
"2017-11-26","64"
"2017-12-03","81"
"2017-12-10","75"
"2017-12-17","59"
"2017-12-24","63"
"2017-12-31","92"
