"Time","food stamps"
"2023-05-28","88"
"2023-06-04","90"
"2023-06-11","71"
"2023-06-18","69"
"2023-06-25","81"
"2023-07-02","89"
"2023-07-09","96"
"2023-07-16","87"
"2023-07-23","91"
"2023-07-30","91"
"2023-08-06","100"
"2023-08-13","76"
"2023-08-20","74"
"2023-08-27","92"
"2023-09-03","94"
"2023-09-10","76"
"2023-09-17","71"
"2023-09-24","89"
"2023-10-01","91"
"2023-10-08","78"
"2023-10-15","70"
"2023-10-22","67"
"2023-10-29","78"
"2023-11-05","83"
"2023-11-12","77"
"2023-11-19","49"
"2023-11-26","70"
"2023-12-03","82"
"2023-12-10","74"
"2023-12-17","65"
"2023-12-24","57"
"2023-12-31","78"
"2024-01-07","81"
"2024-01-14","66"
"2024-01-21","72"
"2024-01-28","83"
"2024-02-04","73"
"2024-02-11","70"
"2024-02-18","64"
"2024-02-25","72"
"2024-03-03","74"
"2024-03-10","66"
"2024-03-17","59"
"2024-03-24","53"
"2024-03-31","76"
"2024-04-07","72"
"2024-04-14","69"
"2024-04-21","61"
"2024-04-28","66"
"2024-05-05","73"
"2024-05-12","56"
"2024-05-19","66"
"2024-05-26","54"
