"Time","food stamps"
"2022-06-26","75"
"2022-07-03","80"
"2022-07-10","89"
"2022-07-17","82"
"2022-07-24","72"
"2022-07-31","80"
"2022-08-07","75"
"2022-08-14","67"
"2022-08-21","63"
"2022-08-28","60"
"2022-09-04","76"
"2022-09-11","75"
"2022-09-18","68"
"2022-09-25","76"
"2022-10-02","82"
"2022-10-09","89"
"2022-10-16","80"
"2022-10-23","59"
"2022-10-30","63"
"2022-11-06","71"
"2022-11-13","100"
"2022-11-20","96"
"2022-11-27","68"
"2022-12-04","67"
"2022-12-11","74"
"2022-12-18","63"
"2022-12-25","56"
"2023-01-01","78"
"2023-01-08","77"
"2023-01-15","71"
"2023-01-22","69"
"2023-01-29","67"
"2023-02-05","71"
"2023-02-12","61"
"2023-02-19","58"
"2023-02-26","68"
"2023-03-05","69"
"2023-03-12","60"
"2023-03-19","70"
"2023-03-26","59"
"2023-04-02","61"
"2023-04-09","55"
"2023-04-16","54"
"2023-04-23","52"
"2023-04-30","53"
"2023-05-07","52"
"2023-05-14","53"
"2023-05-21","47"
"2023-05-28","59"
"2023-06-04","60"
"2023-06-11","48"
"2023-06-18","46"
"2023-06-25","54"
