"Time","food stamps"
"2018-10-28","25"
"2018-11-04","30"
"2018-11-11","28"
"2018-11-18","17"
"2018-11-25","21"
"2018-12-02","29"
"2018-12-09","22"
"2018-12-16","29"
"2018-12-23","23"
"2018-12-30","39"
"2019-01-06","64"
"2019-01-13","100"
"2019-01-20","65"
"2019-01-27","34"
"2019-02-03","34"
"2019-02-10","30"
"2019-02-17","37"
"2019-02-24","29"
"2019-03-03","30"
"2019-03-10","27"
"2019-03-17","24"
"2019-03-24","26"
"2019-03-31","31"
"2019-04-07","29"
"2019-04-14","26"
"2019-04-21","24"
"2019-04-28","29"
"2019-05-05","36"
"2019-05-12","33"
"2019-05-19","32"
"2019-05-26","30"
"2019-06-02","35"
"2019-06-09","31"
"2019-06-16","31"
"2019-06-23","32"
"2019-06-30","30"
"2019-07-07","37"
"2019-07-14","32"
"2019-07-21","43"
"2019-07-28","36"
"2019-08-04","38"
"2019-08-11","33"
"2019-08-18","31"
"2019-08-25","26"
"2019-09-01","31"
"2019-09-08","33"
"2019-09-15","23"
"2019-09-22","24"
"2019-09-29","31"
"2019-10-06","29"
"2019-10-13","26"
"2019-10-20","28"
"2019-10-27","24"
