"Time","food stamps"
"2021-08-01","66"
"2021-08-08","78"
"2021-08-15","95"
"2021-08-22","64"
"2021-08-29","77"
"2021-09-05","90"
"2021-09-12","71"
"2021-09-19","62"
"2021-09-26","75"
"2021-10-03","88"
"2021-10-10","85"
"2021-10-17","73"
"2021-10-24","69"
"2021-10-31","73"
"2021-11-07","79"
"2021-11-14","71"
"2021-11-21","46"
"2021-11-28","71"
"2021-12-05","69"
"2021-12-12","57"
"2021-12-19","53"
"2021-12-26","52"
"2022-01-02","69"
"2022-01-09","78"
"2022-01-16","71"
"2022-01-23","70"
"2022-01-30","81"
"2022-02-06","83"
"2022-02-13","79"
"2022-02-20","92"
"2022-02-27","78"
"2022-03-06","82"
"2022-03-13","78"
"2022-03-20","87"
"2022-03-27","62"
"2022-04-03","79"
"2022-04-10","71"
"2022-04-17","67"
"2022-04-24","64"
"2022-05-01","71"
"2022-05-08","72"
"2022-05-15","78"
"2022-05-22","67"
"2022-05-29","70"
"2022-06-05","80"
"2022-06-12","79"
"2022-06-19","69"
"2022-06-26","85"
"2022-07-03","90"
"2022-07-10","100"
"2022-07-17","92"
"2022-07-24","81"
"2022-07-31","90"
