"Time","CalFresh"
"2018-10-28",42
"2018-11-04",54
"2018-11-11",48
"2018-11-18",40
"2018-11-25",43
"2018-12-02",52
"2018-12-09",43
"2018-12-16",43
"2018-12-23",27
"2018-12-30",43
"2019-01-06",55
"2019-01-13",69
"2019-01-20",56
"2019-01-27",63
"2019-02-03",70
"2019-02-10",57
"2019-02-17",52
"2019-02-24",66
"2019-03-03",64
"2019-03-10",50
"2019-03-17",44
"2019-03-24",48
"2019-03-31",57
"2019-04-07",60
"2019-04-14",45
"2019-04-21",42
"2019-04-28",73
"2019-05-05",82
"2019-05-12",77
"2019-05-19",64
"2019-05-26",66
"2019-06-02",100
"2019-06-09",88
"2019-06-16",82
"2019-06-23",80
"2019-06-30",72
"2019-07-07",74
"2019-07-14",63
"2019-07-21",91
"2019-07-28",88
"2019-08-04",77
"2019-08-11",66
"2019-08-18",78
"2019-08-25",80
"2019-09-01",81
"2019-09-08",98
"2019-09-15",84
"2019-09-22",61
"2019-09-29",92
"2019-10-06",75
"2019-10-13",72
"2019-10-20",61
"2019-10-27",71
