"Time","CalFresh"
"2017-01-01",21
"2017-01-08",27
"2017-01-15",12
"2017-01-22",20
"2017-01-29",27
"2017-02-05",49
"2017-02-12",42
"2017-02-19",45
"2017-02-26",64
"2017-03-05",59
"2017-03-12",49
"2017-03-19",63
"2017-03-26",68
"2017-04-02",69
"2017-04-09",57
"2017-04-16",46
"2017-04-23",45
"2017-04-30",60
"2017-05-07",64
"2017-05-14",62
"2017-05-21",51
"2017-05-28",54
"2017-06-04",68
"2017-06-11",52
"2017-06-18",72
"2017-06-25",67
"2017-07-02",56
"2017-07-09",65
"2017-07-16",58
"2017-07-23",64
"2017-07-30",87
"2017-08-06",73
"2017-08-13",80
"2017-08-20",75
"2017-08-27",85
"2017-09-03",73
"2017-09-10",72
"2017-09-17",77
"2017-09-24",70
"2017-10-01",100
"2017-10-08",68
"2017-10-15",68
"2017-10-22",76
"2017-10-29",94
"2017-11-05",85
"2017-11-12",70
"2017-11-19",51
"2017-11-26",54
"2017-12-03",79
"2017-12-10",69
"2017-12-17",46
"2017-12-24",38
"2017-12-31",57
