"Time","CalFresh"
"2021-08-01",66
"2021-08-08",69
"2021-08-15",70
"2021-08-22",82
"2021-08-29",76
"2021-09-05",95
"2021-09-12",72
"2021-09-19",71
"2021-09-26",77
"2021-10-03",95
"2021-10-10",86
"2021-10-17",100
"2021-10-24",74
"2021-10-31",84
"2021-11-07",75
"2021-11-14",69
"2021-11-21",51
"2021-11-28",78
"2021-12-05",71
"2021-12-12",65
"2021-12-19",59
"2021-12-26",59
"2022-01-02",95
"2022-01-09",83
"2022-01-16",83
"2022-01-23",78
"2022-01-30",92
"2022-02-06",81
"2022-02-13",88
"2022-02-20",98
"2022-02-27",89
"2022-03-06",85
"2022-03-13",79
"2022-03-20",81
"2022-03-27",74
"2022-04-03",87
"2022-04-10",70
"2022-04-17",65
"2022-04-24",70
"2022-05-01",85
"2022-05-08",62
"2022-05-15",70
"2022-05-22",57
"2022-05-29",69
"2022-06-05",70
"2022-06-12",72
"2022-06-19",71
"2022-06-26",91
"2022-07-03",84
"2022-07-10",84
"2022-07-17",99
"2022-07-24",96
"2022-07-31",89
