"Time","CalFresh"
"2022-06-26",85
"2022-07-03",79
"2022-07-10",79
"2022-07-17",92
"2022-07-24",89
"2022-07-31",84
"2022-08-07",86
"2022-08-14",86
"2022-08-21",90
"2022-08-28",88
"2022-09-04",91
"2022-09-11",87
"2022-09-18",76
"2022-09-25",91
"2022-10-02",93
"2022-10-09",84
"2022-10-16",88
"2022-10-23",72
"2022-10-30",84
"2022-11-06",90
"2022-11-13",81
"2022-11-20",72
"2022-11-27",70
"2022-12-04",74
"2022-12-11",74
"2022-12-18",71
"2022-12-25",59
"2023-01-01",73
"2023-01-08",82
"2023-01-15",92
"2023-01-22",84
"2023-01-29",91
"2023-02-05",100
"2023-02-12",76
"2023-02-19",75
"2023-02-26",88
"2023-03-05",92
"2023-03-12",77
"2023-03-19",92
"2023-03-26",75
"2023-04-02",89
"2023-04-09",79
"2023-04-16",69
"2023-04-23",60
"2023-04-30",79
"2023-05-07",70
"2023-05-14",63
"2023-05-21",66
"2023-05-28",65
"2023-06-04",79
"2023-06-11",71
"2023-06-18",65
"2023-06-25",74
