"Time","CalFresh"
"2023-05-28",64
"2023-06-04",66
"2023-06-11",53
"2023-06-18",61
"2023-06-25",66
"2023-07-02",75
"2023-07-09",67
"2023-07-16",70
"2023-07-23",76
"2023-07-30",69
"2023-08-06",81
"2023-08-13",75
"2023-08-20",78
"2023-08-27",93
"2023-09-03",98
"2023-09-10",89
"2023-09-17",84
"2023-09-24",95
"2023-10-01",94
"2023-10-08",93
"2023-10-15",80
"2023-10-22",80
"2023-10-29",92
"2023-11-05",92
"2023-11-12",77
"2023-11-19",51
"2023-11-26",65
"2023-12-03",90
"2023-12-10",59
"2023-12-17",56
"2023-12-24",56
"2023-12-31",69
"2024-01-07",79
"2024-01-14",70
"2024-01-21",82
"2024-01-28",94
"2024-02-04",74
"2024-02-11",80
"2024-02-18",76
"2024-02-25",100
"2024-03-03",92
"2024-03-10",95
"2024-03-17",78
"2024-03-24",68
"2024-03-31",87
"2024-04-07",79
"2024-04-14",64
"2024-04-21",65
"2024-04-28",74
"2024-05-05",68
"2024-05-12",63
"2024-05-19",62
"2024-05-26",60
