"Time","CalFresh"
"2017-11-26",60
"2017-12-03",77
"2017-12-10",58
"2017-12-17",68
"2017-12-24",68
"2017-12-31",79
"2018-01-07",72
"2018-01-14",81
"2018-01-21",60
"2018-01-28",72
"2018-02-04",86
"2018-02-11",56
"2018-02-18",74
"2018-02-25",73
"2018-03-04",100
"2018-03-11",80
"2018-03-18",66
"2018-03-25",63
"2018-04-01",74
"2018-04-08",60
"2018-04-15",61
"2018-04-22",76
"2018-04-29",87
"2018-05-06",63
"2018-05-13",63
"2018-05-20",77
"2018-05-27",66
"2018-06-03",94
"2018-06-10",81
"2018-06-17",67
"2018-06-24",94
"2018-07-01",92
"2018-07-08",50
"2018-07-15",73
"2018-07-22",71
"2018-07-29",99
"2018-08-05",85
"2018-08-12",92
"2018-08-19",88
"2018-08-26",82
"2018-09-02",93
"2018-09-09",75
"2018-09-16",85
"2018-09-23",74
"2018-09-30",90
"2018-10-07",90
"2018-10-14",73
"2018-10-21",71
"2018-10-28",72
"2018-11-04",90
"2018-11-11",100
"2018-11-18",64
"2018-11-25",96
