"Time","CalFresh"
"2017-01-01",0
"2017-01-08",24
"2017-01-15",0
"2017-01-22",22
"2017-01-29",0
"2017-02-05",27
"2017-02-12",30
"2017-02-19",0
"2017-02-26",28
"2017-03-05",33
"2017-03-12",51
"2017-03-19",40
"2017-03-26",53
"2017-04-02",44
"2017-04-09",43
"2017-04-16",33
"2017-04-23",42
"2017-04-30",67
"2017-05-07",68
"2017-05-14",46
"2017-05-21",39
"2017-05-28",54
"2017-06-04",46
"2017-06-11",60
"2017-06-18",47
"2017-06-25",70
"2017-07-02",67
"2017-07-09",100
"2017-07-16",44
"2017-07-23",66
"2017-07-30",71
"2017-08-06",70
"2017-08-13",60
"2017-08-20",54
"2017-08-27",69
"2017-09-03",74
"2017-09-10",75
"2017-09-17",49
"2017-09-24",55
"2017-10-01",50
"2017-10-08",53
"2017-10-15",67
"2017-10-22",37
"2017-10-29",60
"2017-11-05",62
"2017-11-12",62
"2017-11-19",32
"2017-11-26",52
"2017-12-03",67
"2017-12-10",50
"2017-12-17",59
"2017-12-24",59
"2017-12-31",68
