"Time","CalFresh"
"2022-06-26",64
"2022-07-03",64
"2022-07-10",81
"2022-07-17",98
"2022-07-24",69
"2022-07-31",66
"2022-08-07",84
"2022-08-14",77
"2022-08-21",81
"2022-08-28",77
"2022-09-04",75
"2022-09-11",82
"2022-09-18",84
"2022-09-25",87
"2022-10-02",100
"2022-10-09",81
"2022-10-16",83
"2022-10-23",82
"2022-10-30",77
"2022-11-06",83
"2022-11-13",85
"2022-11-20",62
"2022-11-27",72
"2022-12-04",76
"2022-12-11",59
"2022-12-18",78
"2022-12-25",56
"2023-01-01",80
"2023-01-08",87
"2023-01-15",70
"2023-01-22",82
"2023-01-29",92
"2023-02-05",69
"2023-02-12",70
"2023-02-19",71
"2023-02-26",81
"2023-03-05",75
"2023-03-12",69
"2023-03-19",81
"2023-03-26",63
"2023-04-02",69
"2023-04-09",75
"2023-04-16",58
"2023-04-23",72
"2023-04-30",67
"2023-05-07",63
"2023-05-14",67
"2023-05-21",68
"2023-05-28",64
"2023-06-04",66
"2023-06-11",53
"2023-06-18",61
"2023-06-25",66
