"Time","CalFresh"
"2018-10-28",67
"2018-11-04",67
"2018-11-11",52
"2018-11-18",36
"2018-11-25",52
"2018-12-02",57
"2018-12-09",67
"2018-12-16",40
"2018-12-23",41
"2018-12-30",70
"2019-01-06",73
"2019-01-13",82
"2019-01-20",61
"2019-01-27",60
"2019-02-03",45
"2019-02-10",60
"2019-02-17",65
"2019-02-24",66
"2019-03-03",55
"2019-03-10",49
"2019-03-17",52
"2019-03-24",48
"2019-03-31",71
"2019-04-07",50
"2019-04-14",61
"2019-04-21",49
"2019-04-28",79
"2019-05-05",79
"2019-05-12",75
"2019-05-19",69
"2019-05-26",76
"2019-06-02",99
"2019-06-09",92
"2019-06-16",100
"2019-06-23",92
"2019-06-30",81
"2019-07-07",90
"2019-07-14",63
"2019-07-21",79
"2019-07-28",90
"2019-08-04",86
"2019-08-11",83
"2019-08-18",69
"2019-08-25",87
"2019-09-01",90
"2019-09-08",85
"2019-09-15",70
"2019-09-22",72
"2019-09-29",99
"2019-10-06",81
"2019-10-13",78
"2019-10-20",80
"2019-10-27",68
