"Time","CalFresh"
"2022-06-26",58
"2022-07-03",53
"2022-07-10",58
"2022-07-17",61
"2022-07-24",61
"2022-07-31",72
"2022-08-07",91
"2022-08-14",63
"2022-08-21",66
"2022-08-28",85
"2022-09-04",74
"2022-09-11",63
"2022-09-18",100
"2022-09-25",83
"2022-10-02",89
"2022-10-09",60
"2022-10-16",73
"2022-10-23",85
"2022-10-30",69
"2022-11-06",62
"2022-11-13",62
"2022-11-20",83
"2022-11-27",68
"2022-12-04",60
"2022-12-11",51
"2022-12-18",66
"2022-12-25",47
"2023-01-01",95
"2023-01-08",90
"2023-01-15",58
"2023-01-22",91
"2023-01-29",77
"2023-02-05",77
"2023-02-12",61
"2023-02-19",67
"2023-02-26",77
"2023-03-05",61
"2023-03-12",66
"2023-03-19",61
"2023-03-26",92
"2023-04-02",72
"2023-04-09",53
"2023-04-16",62
"2023-04-23",62
"2023-04-30",93
"2023-05-07",87
"2023-05-14",48
"2023-05-21",60
"2023-05-28",78
"2023-06-04",89
"2023-06-11",86
"2023-06-18",53
"2023-06-25",60
