"Time","food stamps"
"2024-04-28","0"
"2024-05-05","49"
"2024-05-12","0"
"2024-05-19","51"
"2024-05-26","0"
"2024-06-02","57"
"2024-06-09","79"
"2024-06-16","58"
"2024-06-23","65"
"2024-06-30","0"
"2024-07-07","0"
"2024-07-14","0"
"2024-07-21","51"
"2024-07-28","0"
"2024-08-04","63"
"2024-08-11","0"
"2024-08-18","0"
"2024-08-25","0"
"2024-09-01","0"
"2024-09-08","48"
"2024-09-15","0"
"2024-09-22","0"
"2024-09-29","100"
"2024-10-06","92"
"2024-10-13","0"
"2024-10-20","73"
"2024-10-27","78"
"2024-11-03","52"
"2024-11-10","0"
"2024-11-17","0"
"2024-11-24","0"
"2024-12-01","70"
"2024-12-08","61"
"2024-12-15","67"
"2024-12-22","0"
"2024-12-29","0"
"2025-01-05","70"
"2025-01-12","0"
"2025-01-19","51"
"2025-01-26","86"
"2025-02-02","63"
"2025-02-09","0"
"2025-02-16","0"
"2025-02-23","65"
"2025-03-02","0"
"2025-03-09","79"
"2025-03-16","54"
"2025-03-23","59"
"2025-03-30","0"
"2025-04-06","60"
"2025-04-13","75"
"2025-04-20","0"
"2025-04-27","74"
