"Time","food stamps"
"2022-06-26","54"
"2022-07-03","47"
"2022-07-10","56"
"2022-07-17","61"
"2022-07-24","41"
"2022-07-31","70"
"2022-08-07","73"
"2022-08-14","65"
"2022-08-21","80"
"2022-08-28","68"
"2022-09-04","94"
"2022-09-11","100"
"2022-09-18","65"
"2022-09-25","86"
"2022-10-02","83"
"2022-10-09","63"
"2022-10-16","42"
"2022-10-23","53"
"2022-10-30","77"
"2022-11-06","63"
"2022-11-13","76"
"2022-11-20","50"
"2022-11-27","61"
"2022-12-04","70"
"2022-12-11","82"
"2022-12-18","0"
"2022-12-25","47"
"2023-01-01","74"
"2023-01-08","87"
"2023-01-15","45"
"2023-01-22","50"
"2023-01-29","56"
"2023-02-05","69"
"2023-02-12","0"
"2023-02-19","30"
"2023-02-26","38"
"2023-03-05","0"
"2023-03-12","37"
"2023-03-19","42"
"2023-03-26","57"
"2023-04-02","59"
"2023-04-09","43"
"2023-04-16","45"
"2023-04-23","0"
"2023-04-30","53"
"2023-05-07","35"
"2023-05-14","35"
"2023-05-21","42"
"2023-05-28","57"
"2023-06-04","48"
"2023-06-11","39"
"2023-06-18","40"
"2023-06-25","45"
