"Time","food stamps"
"2021-08-01","41"
"2021-08-08","31"
"2021-08-15","70"
"2021-08-22","46"
"2021-08-29","100"
"2021-09-05","74"
"2021-09-12","43"
"2021-09-19","50"
"2021-09-26","84"
"2021-10-03","86"
"2021-10-10","78"
"2021-10-17","84"
"2021-10-24","44"
"2021-10-31","37"
"2021-11-07","0"
"2021-11-14","42"
"2021-11-21","42"
"2021-11-28","45"
"2021-12-05","67"
"2021-12-12","36"
"2021-12-19","40"
"2021-12-26","38"
"2022-01-02","39"
"2022-01-09","0"
"2022-01-16","0"
"2022-01-23","56"
"2022-01-30","55"
"2022-02-06","60"
"2022-02-13","46"
"2022-02-20","59"
"2022-02-27","40"
"2022-03-06","52"
"2022-03-13","31"
"2022-03-20","37"
"2022-03-27","48"
"2022-04-03","47"
"2022-04-10","50"
"2022-04-17","44"
"2022-04-24","41"
"2022-05-01","52"
"2022-05-08","59"
"2022-05-15","46"
"2022-05-22","47"
"2022-05-29","49"
"2022-06-05","65"
"2022-06-12","32"
"2022-06-19","76"
"2022-06-26","52"
"2022-07-03","45"
"2022-07-10","54"
"2022-07-17","59"
"2022-07-24","39"
"2022-07-31","67"
